Comunidades y Ciudades Autónomas;Tipo de dato;Periodo;Total
19 Melilla;Variación anual;2012M03;1,5
19 Melilla;Variación anual;2012M02;1,5
19 Melilla;Variación anual;2012M01;1,2
19 Melilla;Variación anual;2011M12;1,5
19 Melilla;Variación anual;2011M11;2,1
19 Melilla;Variación anual;2011M10;2,2
19 Melilla;Variación anual;2011M09;2,4
19 Melilla;Variación anual;2011M08;2,5
19 Melilla;Variación anual;2011M07;2,4
19 Melilla;Variación anual;2011M06;2,0
19 Melilla;Variación anual;2011M05;2,1
19 Melilla;Variación anual;2011M04;2,4
19 Melilla;Variación anual;2011M03;2,4
19 Melilla;Variación anual;2011M02;2,8
19 Melilla;Variación anual;2011M01;2,9
19 Melilla;Variación anual;2010M12;2,4
19 Melilla;Variación anual;2010M11;1,9
19 Melilla;Variación anual;2010M10;2,1
19 Melilla;Variación anual;2010M09;1,9
19 Melilla;Variación anual;2010M08;1,8
19 Melilla;Variación anual;2010M07;2,2
19 Melilla;Variación anual;2010M06;2,4
19 Melilla;Variación anual;2010M05;2,5
19 Melilla;Variación anual;2010M04;2,3
19 Melilla;Variación anual;2010M03;2,2
19 Melilla;Variación anual;2010M02;1,7
19 Melilla;Variación anual;2010M01;1,8
19 Melilla;Variación anual;2009M12;1,3
19 Melilla;Variación anual;2009M11;0,8
19 Melilla;Variación anual;2009M10;-0,1
19 Melilla;Variación anual;2009M09;-0,3
19 Melilla;Variación anual;2009M08;-0,4
19 Melilla;Variación anual;2009M07;-1,0
19 Melilla;Variación anual;2009M06;-0,8
19 Melilla;Variación anual;2009M05;-0,2
19 Melilla;Variación anual;2009M04;0,3
19 Melilla;Variación anual;2009M03;0,3
19 Melilla;Variación anual;2009M02;0,6
19 Melilla;Variación anual;2009M01;0,8
19 Melilla;Variación anual;2008M12;1,8
19 Melilla;Variación anual;2008M11;2,7
19 Melilla;Variación anual;2008M10;3,8
19 Melilla;Variación anual;2008M09;4,7
19 Melilla;Variación anual;2008M08;4,8
19 Melilla;Variación anual;2008M07;5,1
19 Melilla;Variación anual;2008M06;4,7
19 Melilla;Variación anual;2008M05;4,2
19 Melilla;Variación anual;2008M04;3,9
19 Melilla;Variación anual;2008M03;4,1
19 Melilla;Variación anual;2008M02;3,8
19 Melilla;Variación anual;2008M01;3,5
19 Melilla;Variación anual;2007M12;3,8
19 Melilla;Variación anual;2007M11;3,5
19 Melilla;Variación anual;2007M10;3,0
19 Melilla;Variación anual;2007M09;2,0
19 Melilla;Variación anual;2007M08;1,8
19 Melilla;Variación anual;2007M07;2,1
19 Melilla;Variación anual;2007M06;2,4
19 Melilla;Variación anual;2007M05;2,5
19 Melilla;Variación anual;2007M04;2,6
19 Melilla;Variación anual;2007M03;2,9
19 Melilla;Variación anual;2007M02;2,7
19 Melilla;Variación anual;2007M01;3,2
19 Melilla;Variación anual;2006M12;2,9
19 Melilla;Variación anual;2006M11;2,8
19 Melilla;Variación anual;2006M10;3,3
19 Melilla;Variación anual;2006M09;4,7
19 Melilla;Variación anual;2006M08;5,1
19 Melilla;Variación anual;2006M07;5,2
19 Melilla;Variación anual;2006M06;5,2
19 Melilla;Variación anual;2006M05;5,1
19 Melilla;Variación anual;2006M04;4,7
19 Melilla;Variación anual;2006M03;4,7
19 Melilla;Variación anual;2006M02;4,7
19 Melilla;Variación anual;2006M01;4,6
19 Melilla;Variación anual;2005M12;4,3
19 Melilla;Variación anual;2005M11;4,2
19 Melilla;Variación anual;2005M10;3,6
19 Melilla;Variación anual;2005M09;2,9
19 Melilla;Variación anual;2005M08;2,3
19 Melilla;Variación anual;2005M07;2,2
19 Melilla;Variación anual;2005M06;2,0
19 Melilla;Variación anual;2005M05;2,0
19 Melilla;Variación anual;2005M04;2,7
19 Melilla;Variación anual;2005M03;3,2
19 Melilla;Variación anual;2005M02;3,4
19 Melilla;Variación anual;2005M01;3,7
19 Melilla;Variación anual;2004M12;4,2
19 Melilla;Variación anual;2004M11;4,5
19 Melilla;Variación anual;2004M10;4,8
19 Melilla;Variación anual;2004M09;4,5
19 Melilla;Variación anual;2004M08;4,6
19 Melilla;Variación anual;2004M07;4,5
19 Melilla;Variación anual;2004M06;4,3
19 Melilla;Variación anual;2004M05;4,4
19 Melilla;Variación anual;2004M04;3,7
19 Melilla;Variación anual;2004M03;2,7
19 Melilla;Variación anual;2004M02;2,9
19 Melilla;Variación anual;2004M01;2,6
19 Melilla;Variación anual;2003M12;3,4
19 Melilla;Variación anual;2003M11;3,5
19 Melilla;Variación anual;2003M10;3,4
19 Melilla;Variación anual;2003M09;2,9
19 Melilla;Variación anual;2003M08;3,4
19 Melilla;Variación anual;2003M07;3,1
19 Melilla;Variación anual;2003M06;3,0
19 Melilla;Variación anual;2003M05;2,9
19 Melilla;Variación anual;2003M04;3,3
19 Melilla;Variación anual;2003M03;3,9
19 Melilla;Variación anual;2003M02;4,2
19 Melilla;Variación anual;2003M01;3,8
19 Melilla;Variación anual;2002M12;4,2
19 Melilla;Variación anual;2002M11;4,1
19 Melilla;Variación anual;2002M10;3,8
19 Melilla;Variación anual;2002M09;3,7
19 Melilla;Variación anual;2002M08;3,7
19 Melilla;Variación anual;2002M07;3,6
19 Melilla;Variación anual;2002M06;3,2
19 Melilla;Variación anual;2002M05;2,6
19 Melilla;Variación anual;2002M04;2,4
19 Melilla;Variación anual;2002M03;2,1
19 Melilla;Variación anual;2002M02;1,8
19 Melilla;Variación anual;2002M01;1,7
19 Melilla;Variación anual;2001M12;2,5
19 Melilla;Variación anual;2001M11;1,9
19 Melilla;Variación anual;2001M10;2,4
19 Melilla;Variación anual;2001M09;3,2
19 Melilla;Variación anual;2001M08;3,5
19 Melilla;Variación anual;2001M07;3,7
19 Melilla;Variación anual;2001M06;4,4
19 Melilla;Variación anual;2001M05;5,8
19 Melilla;Variación anual;2001M04;5,7
19 Melilla;Variación anual;2001M03;5,2
19 Melilla;Variación anual;2001M02;5,2
19 Melilla;Variación anual;2001M01;4,9
19 Melilla;Variación anual;2000M12;4,2
19 Melilla;Variación anual;2000M11;4,4
19 Melilla;Variación anual;2000M10;4,4
19 Melilla;Variación anual;2000M09;3,9
19 Melilla;Variación anual;2000M08;3,6
19 Melilla;Variación anual;2000M07;3,6
19 Melilla;Variación anual;2000M06;3,3
19 Melilla;Variación anual;2000M05;3,1
19 Melilla;Variación anual;2000M04;3,1
19 Melilla;Variación anual;2000M03;3,3
19 Melilla;Variación anual;2000M02;3,2
19 Melilla;Variación anual;2000M01;3,1
19 Melilla;Variación anual;1999M12;2,9
