Comunidades y Ciudades Autónomas;Tipo de dato;Periodo;Total
01 Andalucía;Variación anual;2014M12;-1,2
01 Andalucía;Variación anual;2014M11;-0,5
01 Andalucía;Variación anual;2014M10;-0,2
01 Andalucía;Variación anual;2014M09;-0,3
01 Andalucía;Variación anual;2014M08;-0,8
01 Andalucía;Variación anual;2014M07;-0,6
01 Andalucía;Variación anual;2014M06;-0,1
01 Andalucía;Variación anual;2014M05;0,1
01 Andalucía;Variación anual;2014M04;0,3
01 Andalucía;Variación anual;2014M03;-0,1
01 Andalucía;Variación anual;2014M02;-0,2
01 Andalucía;Variación anual;2014M01;0,1
01 Andalucía;Variación anual;2013M12;0,3
01 Andalucía;Variación anual;2013M11;0,2
01 Andalucía;Variación anual;2013M10;-0,1
01 Andalucía;Variación anual;2013M09;0,2
01 Andalucía;Variación anual;2013M08;1,4
01 Andalucía;Variación anual;2013M07;1,6
01 Andalucía;Variación anual;2013M06;1,9
01 Andalucía;Variación anual;2013M05;1,5
01 Andalucía;Variación anual;2013M04;1,2
01 Andalucía;Variación anual;2013M03;2,2
01 Andalucía;Variación anual;2013M02;2,6
01 Andalucía;Variación anual;2013M01;2,5
01 Andalucía;Variación anual;2012M12;2,6
01 Andalucía;Variación anual;2012M11;2,6
01 Andalucía;Variación anual;2012M10;3,1
01 Andalucía;Variación anual;2012M09;3,1
01 Andalucía;Variación anual;2012M08;2,4
01 Andalucía;Variación anual;2012M07;2,0
01 Andalucía;Variación anual;2012M06;1,6
01 Andalucía;Variación anual;2012M05;1,6
01 Andalucía;Variación anual;2012M04;1,8
01 Andalucía;Variación anual;2012M03;1,6
01 Andalucía;Variación anual;2012M02;1,7
01 Andalucía;Variación anual;2012M01;1,7
01 Andalucía;Variación anual;2011M12;2,1
01 Andalucía;Variación anual;2011M11;2,7
01 Andalucía;Variación anual;2011M10;2,9
01 Andalucía;Variación anual;2011M09;3,1
01 Andalucía;Variación anual;2011M08;2,9
01 Andalucía;Variación anual;2011M07;3,1
01 Andalucía;Variación anual;2011M06;3,3
01 Andalucía;Variación anual;2011M05;3,7
01 Andalucía;Variación anual;2011M04;3,9
01 Andalucía;Variación anual;2011M03;3,8
01 Andalucía;Variación anual;2011M02;3,7
01 Andalucía;Variación anual;2011M01;3,5
01 Andalucía;Variación anual;2010M12;3,2
01 Andalucía;Variación anual;2010M11;2,5
01 Andalucía;Variación anual;2010M10;2,5
01 Andalucía;Variación anual;2010M09;2,2
01 Andalucía;Variación anual;2010M08;1,8
01 Andalucía;Variación anual;2010M07;1,9
01 Andalucía;Variación anual;2010M06;1,5
01 Andalucía;Variación anual;2010M05;1,7
01 Andalucía;Variación anual;2010M04;1,4
01 Andalucía;Variación anual;2010M03;1,2
01 Andalucía;Variación anual;2010M02;0,7
01 Andalucía;Variación anual;2010M01;0,9
01 Andalucía;Variación anual;2009M12;0,6
01 Andalucía;Variación anual;2009M11;0,1
01 Andalucía;Variación anual;2009M10;-0,8
01 Andalucía;Variación anual;2009M09;-1,1
01 Andalucía;Variación anual;2009M08;-0,9
01 Andalucía;Variación anual;2009M07;-1,5
01 Andalucía;Variación anual;2009M06;-1,2
01 Andalucía;Variación anual;2009M05;-1,1
01 Andalucía;Variación anual;2009M04;-0,5
01 Andalucía;Variación anual;2009M03;-0,2
01 Andalucía;Variación anual;2009M02;0,4
01 Andalucía;Variación anual;2009M01;0,6
01 Andalucía;Variación anual;2008M12;1,3
01 Andalucía;Variación anual;2008M11;2,2
01 Andalucía;Variación anual;2008M10;3,4
01 Andalucía;Variación anual;2008M09;4,4
01 Andalucía;Variación anual;2008M08;4,8
01 Andalucía;Variación anual;2008M07;5,2
01 Andalucía;Variación anual;2008M06;5,0
01 Andalucía;Variación anual;2008M05;4,7
01 Andalucía;Variación anual;2008M04;4,3
01 Andalucía;Variación anual;2008M03;4,5
01 Andalucía;Variación anual;2008M02;4,3
01 Andalucía;Variación anual;2008M01;4,3
01 Andalucía;Variación anual;2007M12;4,2
01 Andalucía;Variación anual;2007M11;4,0
01 Andalucía;Variación anual;2007M10;3,5
01 Andalucía;Variación anual;2007M09;2,6
01 Andalucía;Variación anual;2007M08;2,1
01 Andalucía;Variación anual;2007M07;2,1
01 Andalucía;Variación anual;2007M06;2,3
01 Andalucía;Variación anual;2007M05;2,2
01 Andalucía;Variación anual;2007M04;2,4
01 Andalucía;Variación anual;2007M03;2,5
01 Andalucía;Variación anual;2007M02;2,6
01 Andalucía;Variación anual;2007M01;2,6
01 Andalucía;Variación anual;2006M12;2,9
01 Andalucía;Variación anual;2006M11;2,9
01 Andalucía;Variación anual;2006M10;2,7
01 Andalucía;Variación anual;2006M09;3,0
01 Andalucía;Variación anual;2006M08;3,8
01 Andalucía;Variación anual;2006M07;4,0
01 Andalucía;Variación anual;2006M06;3,9
01 Andalucía;Variación anual;2006M05;3,9
01 Andalucía;Variación anual;2006M04;3,7
01 Andalucía;Variación anual;2006M03;3,8
01 Andalucía;Variación anual;2006M02;3,8
01 Andalucía;Variación anual;2006M01;4,0
01 Andalucía;Variación anual;2005M12;3,6
01 Andalucía;Variación anual;2005M11;3,2
01 Andalucía;Variación anual;2005M10;3,4
01 Andalucía;Variación anual;2005M09;3,6
01 Andalucía;Variación anual;2005M08;3,2
01 Andalucía;Variación anual;2005M07;3,2
01 Andalucía;Variación anual;2005M06;3,1
01 Andalucía;Variación anual;2005M05;3,1
01 Andalucía;Variación anual;2005M04;3,5
01 Andalucía;Variación anual;2005M03;3,4
01 Andalucía;Variación anual;2005M02;3,2
01 Andalucía;Variación anual;2005M01;3,0
01 Andalucía;Variación anual;2004M12;3,1
01 Andalucía;Variación anual;2004M11;3,3
01 Andalucía;Variación anual;2004M10;3,4
01 Andalucía;Variación anual;2004M09;3,2
01 Andalucía;Variación anual;2004M08;3,4
01 Andalucía;Variación anual;2004M07;3,4
01 Andalucía;Variación anual;2004M06;3,5
01 Andalucía;Variación anual;2004M05;3,4
01 Andalucía;Variación anual;2004M04;2,7
01 Andalucía;Variación anual;2004M03;2,1
01 Andalucía;Variación anual;2004M02;2,0
01 Andalucía;Variación anual;2004M01;2,1
01 Andalucía;Variación anual;2003M12;2,6
01 Andalucía;Variación anual;2003M11;2,7
01 Andalucía;Variación anual;2003M10;2,5
01 Andalucía;Variación anual;2003M09;3,0
01 Andalucía;Variación anual;2003M08;3,0
01 Andalucía;Variación anual;2003M07;2,8
01 Andalucía;Variación anual;2003M06;2,8
01 Andalucía;Variación anual;2003M05;2,6
01 Andalucía;Variación anual;2003M04;3,0
01 Andalucía;Variación anual;2003M03;3,5
01 Andalucía;Variación anual;2003M02;3,8
01 Andalucía;Variación anual;2003M01;3,6
01 Andalucía;Variación anual;2002M12;3,9
01 Andalucía;Variación anual;2002M11;3,8
01 Andalucía;Variación anual;2002M10;3,9
01 Andalucía;Variación anual;2002M09;3,2
01 Andalucía;Variación anual;2002M08;3,3
01 Andalucía;Variación anual;2002M07;3,1
01 Andalucía;Variación anual;2002M06;3,2
01 Andalucía;Variación anual;2002M05;3,5
01 Andalucía;Variación anual;2002M04;3,5
01 Andalucía;Variación anual;2002M03;3,1
01 Andalucía;Variación anual;2002M02;3,2
01 Andalucía;Variación anual;2002M01;3,0
01 Andalucía;Variación anual;2001M12;2,8
01 Andalucía;Variación anual;2001M11;2,8
01 Andalucía;Variación anual;2001M10;3,2
01 Andalucía;Variación anual;2001M09;3,5
01 Andalucía;Variación anual;2001M08;3,7
01 Andalucía;Variación anual;2001M07;4,0
01 Andalucía;Variación anual;2001M06;4,3
01 Andalucía;Variación anual;2001M05;4,2
01 Andalucía;Variación anual;2001M04;3,9
01 Andalucía;Variación anual;2001M03;3,7
01 Andalucía;Variación anual;2001M02;3,6
01 Andalucía;Variación anual;2001M01;3,6
01 Andalucía;Variación anual;2000M12;3,8
01 Andalucía;Variación anual;2000M11;3,9
01 Andalucía;Variación anual;2000M10;3,8
01 Andalucía;Variación anual;2000M09;3,5
01 Andalucía;Variación anual;2000M08;3,3
01 Andalucía;Variación anual;2000M07;3,4
01 Andalucía;Variación anual;2000M06;3,2
01 Andalucía;Variación anual;2000M05;2,8
01 Andalucía;Variación anual;2000M04;2,5
01 Andalucía;Variación anual;2000M03;2,4
01 Andalucía;Variación anual;2000M02;2,4
01 Andalucía;Variación anual;2000M01;2,4
01 Andalucía;Variación anual;1999M12;2,4
02 Aragón;Variación anual;2014M12;-1,2
02 Aragón;Variación anual;2014M11;-0,5
02 Aragón;Variación anual;2014M10;-0,3
02 Aragón;Variación anual;2014M09;-0,2
02 Aragón;Variación anual;2014M08;-0,6
02 Aragón;Variación anual;2014M07;-0,4
02 Aragón;Variación anual;2014M06;0,0
02 Aragón;Variación anual;2014M05;0,0
02 Aragón;Variación anual;2014M04;0,1
02 Aragón;Variación anual;2014M03;-0,4
02 Aragón;Variación anual;2014M02;-0,2
02 Aragón;Variación anual;2014M01;0,0
02 Aragón;Variación anual;2013M12;0,2
02 Aragón;Variación anual;2013M11;0,2
02 Aragón;Variación anual;2013M10;0,0
02 Aragón;Variación anual;2013M09;0,2
02 Aragón;Variación anual;2013M08;1,4
02 Aragón;Variación anual;2013M07;1,7
02 Aragón;Variación anual;2013M06;1,8
02 Aragón;Variación anual;2013M05;1,6
02 Aragón;Variación anual;2013M04;1,3
02 Aragón;Variación anual;2013M03;2,3
02 Aragón;Variación anual;2013M02;2,6
02 Aragón;Variación anual;2013M01;2,5
02 Aragón;Variación anual;2012M12;2,7
02 Aragón;Variación anual;2012M11;2,7
02 Aragón;Variación anual;2012M10;3,1
02 Aragón;Variación anual;2012M09;3,2
02 Aragón;Variación anual;2012M08;2,5
02 Aragón;Variación anual;2012M07;2,0
02 Aragón;Variación anual;2012M06;1,8
02 Aragón;Variación anual;2012M05;1,9
02 Aragón;Variación anual;2012M04;2,1
02 Aragón;Variación anual;2012M03;1,9
02 Aragón;Variación anual;2012M02;2,1
02 Aragón;Variación anual;2012M01;2,1
02 Aragón;Variación anual;2011M12;2,4
02 Aragón;Variación anual;2011M11;3,0
02 Aragón;Variación anual;2011M10;3,0
02 Aragón;Variación anual;2011M09;3,2
02 Aragón;Variación anual;2011M08;3,0
02 Aragón;Variación anual;2011M07;3,1
02 Aragón;Variación anual;2011M06;3,2
02 Aragón;Variación anual;2011M05;3,4
02 Aragón;Variación anual;2011M04;3,7
02 Aragón;Variación anual;2011M03;3,5
02 Aragón;Variación anual;2011M02;3,4
02 Aragón;Variación anual;2011M01;3,0
02 Aragón;Variación anual;2010M12;2,9
02 Aragón;Variación anual;2010M11;2,1
02 Aragón;Variación anual;2010M10;2,1
02 Aragón;Variación anual;2010M09;2,1
02 Aragón;Variación anual;2010M08;1,8
02 Aragón;Variación anual;2010M07;2,0
02 Aragón;Variación anual;2010M06;1,6
02 Aragón;Variación anual;2010M05;1,8
02 Aragón;Variación anual;2010M04;1,6
02 Aragón;Variación anual;2010M03;1,5
02 Aragón;Variación anual;2010M02;0,9
02 Aragón;Variación anual;2010M01;1,0
02 Aragón;Variación anual;2009M12;0,8
02 Aragón;Variación anual;2009M11;0,2
02 Aragón;Variación anual;2009M10;-0,6
02 Aragón;Variación anual;2009M09;-1,4
02 Aragón;Variación anual;2009M08;-1,3
02 Aragón;Variación anual;2009M07;-1,9
02 Aragón;Variación anual;2009M06;-1,3
02 Aragón;Variación anual;2009M05;-0,9
02 Aragón;Variación anual;2009M04;-0,1
02 Aragón;Variación anual;2009M03;0,0
02 Aragón;Variación anual;2009M02;0,8
02 Aragón;Variación anual;2009M01;1,0
02 Aragón;Variación anual;2008M12;1,6
02 Aragón;Variación anual;2008M11;2,6
02 Aragón;Variación anual;2008M10;3,9
02 Aragón;Variación anual;2008M09;5,1
02 Aragón;Variación anual;2008M08;5,6
02 Aragón;Variación anual;2008M07;6,0
02 Aragón;Variación anual;2008M06;5,5
02 Aragón;Variación anual;2008M05;4,9
02 Aragón;Variación anual;2008M04;4,3
02 Aragón;Variación anual;2008M03;4,7
02 Aragón;Variación anual;2008M02;4,5
02 Aragón;Variación anual;2008M01;4,6
02 Aragón;Variación anual;2007M12;4,4
02 Aragón;Variación anual;2007M11;4,2
02 Aragón;Variación anual;2007M10;3,7
02 Aragón;Variación anual;2007M09;2,7
02 Aragón;Variación anual;2007M08;2,3
02 Aragón;Variación anual;2007M07;2,3
02 Aragón;Variación anual;2007M06;2,4
02 Aragón;Variación anual;2007M05;2,5
02 Aragón;Variación anual;2007M04;2,5
02 Aragón;Variación anual;2007M03;2,7
02 Aragón;Variación anual;2007M02;2,9
02 Aragón;Variación anual;2007M01;2,6
02 Aragón;Variación anual;2006M12;2,9
02 Aragón;Variación anual;2006M11;2,8
02 Aragón;Variación anual;2006M10;2,8
02 Aragón;Variación anual;2006M09;3,3
02 Aragón;Variación anual;2006M08;4,1
02 Aragón;Variación anual;2006M07;4,3
02 Aragón;Variación anual;2006M06;4,2
02 Aragón;Variación anual;2006M05;4,3
02 Aragón;Variación anual;2006M04;4,0
02 Aragón;Variación anual;2006M03;3,9
02 Aragón;Variación anual;2006M02;3,9
02 Aragón;Variación anual;2006M01;4,2
02 Aragón;Variación anual;2005M12;3,8
02 Aragón;Variación anual;2005M11;3,5
02 Aragón;Variación anual;2005M10;3,7
02 Aragón;Variación anual;2005M09;3,8
02 Aragón;Variación anual;2005M08;3,3
02 Aragón;Variación anual;2005M07;3,5
02 Aragón;Variación anual;2005M06;3,2
02 Aragón;Variación anual;2005M05;3,2
02 Aragón;Variación anual;2005M04;3,7
02 Aragón;Variación anual;2005M03;3,6
02 Aragón;Variación anual;2005M02;3,4
02 Aragón;Variación anual;2005M01;3,0
02 Aragón;Variación anual;2004M12;3,2
02 Aragón;Variación anual;2004M11;3,4
02 Aragón;Variación anual;2004M10;3,3
02 Aragón;Variación anual;2004M09;2,7
02 Aragón;Variación anual;2004M08;2,9
02 Aragón;Variación anual;2004M07;2,9
02 Aragón;Variación anual;2004M06;3,3
02 Aragón;Variación anual;2004M05;3,0
02 Aragón;Variación anual;2004M04;2,4
02 Aragón;Variación anual;2004M03;1,8
02 Aragón;Variación anual;2004M02;2,0
02 Aragón;Variación anual;2004M01;2,1
02 Aragón;Variación anual;2003M12;2,4
02 Aragón;Variación anual;2003M11;2,6
02 Aragón;Variación anual;2003M10;2,5
02 Aragón;Variación anual;2003M09;3,0
02 Aragón;Variación anual;2003M08;3,0
02 Aragón;Variación anual;2003M07;2,8
02 Aragón;Variación anual;2003M06;2,5
02 Aragón;Variación anual;2003M05;2,6
02 Aragón;Variación anual;2003M04;3,1
02 Aragón;Variación anual;2003M03;3,6
02 Aragón;Variación anual;2003M02;3,7
02 Aragón;Variación anual;2003M01;3,5
02 Aragón;Variación anual;2002M12;4,1
02 Aragón;Variación anual;2002M11;4,0
02 Aragón;Variación anual;2002M10;3,9
02 Aragón;Variación anual;2002M09;3,6
02 Aragón;Variación anual;2002M08;3,8
02 Aragón;Variación anual;2002M07;3,6
02 Aragón;Variación anual;2002M06;3,5
02 Aragón;Variación anual;2002M05;3,6
02 Aragón;Variación anual;2002M04;3,8
02 Aragón;Variación anual;2002M03;3,2
02 Aragón;Variación anual;2002M02;3,2
02 Aragón;Variación anual;2002M01;3,3
02 Aragón;Variación anual;2001M12;2,5
02 Aragón;Variación anual;2001M11;2,5
02 Aragón;Variación anual;2001M10;2,6
02 Aragón;Variación anual;2001M09;2,9
02 Aragón;Variación anual;2001M08;3,4
02 Aragón;Variación anual;2001M07;3,7
02 Aragón;Variación anual;2001M06;4,4
02 Aragón;Variación anual;2001M05;4,3
02 Aragón;Variación anual;2001M04;4,3
02 Aragón;Variación anual;2001M03;4,0
02 Aragón;Variación anual;2001M02;3,9
02 Aragón;Variación anual;2001M01;3,5
02 Aragón;Variación anual;2000M12;3,7
02 Aragón;Variación anual;2000M11;3,8
02 Aragón;Variación anual;2000M10;3,8
02 Aragón;Variación anual;2000M09;3,7
02 Aragón;Variación anual;2000M08;3,8
02 Aragón;Variación anual;2000M07;3,5
02 Aragón;Variación anual;2000M06;3,2
02 Aragón;Variación anual;2000M05;2,9
02 Aragón;Variación anual;2000M04;2,6
02 Aragón;Variación anual;2000M03;2,7
02 Aragón;Variación anual;2000M02;2,9
02 Aragón;Variación anual;2000M01;2,9
02 Aragón;Variación anual;1999M12;3,2
03 Asturias, Principado de;Variación anual;2014M12;-1,1
03 Asturias, Principado de;Variación anual;2014M11;-0,6
03 Asturias, Principado de;Variación anual;2014M10;-0,2
03 Asturias, Principado de;Variación anual;2014M09;-0,4
03 Asturias, Principado de;Variación anual;2014M08;-0,7
03 Asturias, Principado de;Variación anual;2014M07;-0,5
03 Asturias, Principado de;Variación anual;2014M06;-0,1
03 Asturias, Principado de;Variación anual;2014M05;0,1
03 Asturias, Principado de;Variación anual;2014M04;0,2
03 Asturias, Principado de;Variación anual;2014M03;-0,3
03 Asturias, Principado de;Variación anual;2014M02;-0,2
03 Asturias, Principado de;Variación anual;2014M01;0,0
03 Asturias, Principado de;Variación anual;2013M12;0,2
03 Asturias, Principado de;Variación anual;2013M11;0,3
03 Asturias, Principado de;Variación anual;2013M10;-0,1
03 Asturias, Principado de;Variación anual;2013M09;0,5
03 Asturias, Principado de;Variación anual;2013M08;1,6
03 Asturias, Principado de;Variación anual;2013M07;1,8
03 Asturias, Principado de;Variación anual;2013M06;1,9
03 Asturias, Principado de;Variación anual;2013M05;1,6
03 Asturias, Principado de;Variación anual;2013M04;1,3
03 Asturias, Principado de;Variación anual;2013M03;2,3
03 Asturias, Principado de;Variación anual;2013M02;2,6
03 Asturias, Principado de;Variación anual;2013M01;2,6
03 Asturias, Principado de;Variación anual;2012M12;2,6
03 Asturias, Principado de;Variación anual;2012M11;2,7
03 Asturias, Principado de;Variación anual;2012M10;3,2
03 Asturias, Principado de;Variación anual;2012M09;3,1
03 Asturias, Principado de;Variación anual;2012M08;2,4
03 Asturias, Principado de;Variación anual;2012M07;1,9
03 Asturias, Principado de;Variación anual;2012M06;1,8
03 Asturias, Principado de;Variación anual;2012M05;1,8
03 Asturias, Principado de;Variación anual;2012M04;2,0
03 Asturias, Principado de;Variación anual;2012M03;1,9
03 Asturias, Principado de;Variación anual;2012M02;1,9
03 Asturias, Principado de;Variación anual;2012M01;2,0
03 Asturias, Principado de;Variación anual;2011M12;2,7
03 Asturias, Principado de;Variación anual;2011M11;2,9
03 Asturias, Principado de;Variación anual;2011M10;3,3
03 Asturias, Principado de;Variación anual;2011M09;3,4
03 Asturias, Principado de;Variación anual;2011M08;3,3
03 Asturias, Principado de;Variación anual;2011M07;3,4
03 Asturias, Principado de;Variación anual;2011M06;3,5
03 Asturias, Principado de;Variación anual;2011M05;3,9
03 Asturias, Principado de;Variación anual;2011M04;4,2
03 Asturias, Principado de;Variación anual;2011M03;4,1
03 Asturias, Principado de;Variación anual;2011M02;4,2
03 Asturias, Principado de;Variación anual;2011M01;3,7
03 Asturias, Principado de;Variación anual;2010M12;3,2
03 Asturias, Principado de;Variación anual;2010M11;2,7
03 Asturias, Principado de;Variación anual;2010M10;2,6
03 Asturias, Principado de;Variación anual;2010M09;2,4
03 Asturias, Principado de;Variación anual;2010M08;2,0
03 Asturias, Principado de;Variación anual;2010M07;2,1
03 Asturias, Principado de;Variación anual;2010M06;1,7
03 Asturias, Principado de;Variación anual;2010M05;1,9
03 Asturias, Principado de;Variación anual;2010M04;1,6
03 Asturias, Principado de;Variación anual;2010M03;1,4
03 Asturias, Principado de;Variación anual;2010M02;0,8
03 Asturias, Principado de;Variación anual;2010M01;1,0
03 Asturias, Principado de;Variación anual;2009M12;0,7
03 Asturias, Principado de;Variación anual;2009M11;0,2
03 Asturias, Principado de;Variación anual;2009M10;-0,8
03 Asturias, Principado de;Variación anual;2009M09;-1,3
03 Asturias, Principado de;Variación anual;2009M08;-1,1
03 Asturias, Principado de;Variación anual;2009M07;-1,7
03 Asturias, Principado de;Variación anual;2009M06;-1,3
03 Asturias, Principado de;Variación anual;2009M05;-1,1
03 Asturias, Principado de;Variación anual;2009M04;-0,3
03 Asturias, Principado de;Variación anual;2009M03;-0,1
03 Asturias, Principado de;Variación anual;2009M02;0,6
03 Asturias, Principado de;Variación anual;2009M01;0,9
03 Asturias, Principado de;Variación anual;2008M12;1,6
03 Asturias, Principado de;Variación anual;2008M11;2,7
03 Asturias, Principado de;Variación anual;2008M10;3,8
03 Asturias, Principado de;Variación anual;2008M09;4,7
03 Asturias, Principado de;Variación anual;2008M08;4,9
03 Asturias, Principado de;Variación anual;2008M07;5,3
03 Asturias, Principado de;Variación anual;2008M06;5,1
03 Asturias, Principado de;Variación anual;2008M05;4,7
03 Asturias, Principado de;Variación anual;2008M04;4,3
03 Asturias, Principado de;Variación anual;2008M03;4,7
03 Asturias, Principado de;Variación anual;2008M02;4,6
03 Asturias, Principado de;Variación anual;2008M01;4,5
03 Asturias, Principado de;Variación anual;2007M12;4,1
03 Asturias, Principado de;Variación anual;2007M11;3,9
03 Asturias, Principado de;Variación anual;2007M10;3,4
03 Asturias, Principado de;Variación anual;2007M09;2,6
03 Asturias, Principado de;Variación anual;2007M08;2,2
03 Asturias, Principado de;Variación anual;2007M07;2,3
03 Asturias, Principado de;Variación anual;2007M06;2,4
03 Asturias, Principado de;Variación anual;2007M05;2,3
03 Asturias, Principado de;Variación anual;2007M04;2,1
03 Asturias, Principado de;Variación anual;2007M03;2,1
03 Asturias, Principado de;Variación anual;2007M02;2,0
03 Asturias, Principado de;Variación anual;2007M01;2,0
03 Asturias, Principado de;Variación anual;2006M12;2,4
03 Asturias, Principado de;Variación anual;2006M11;2,4
03 Asturias, Principado de;Variación anual;2006M10;2,3
03 Asturias, Principado de;Variación anual;2006M09;2,7
03 Asturias, Principado de;Variación anual;2006M08;3,4
03 Asturias, Principado de;Variación anual;2006M07;3,5
03 Asturias, Principado de;Variación anual;2006M06;3,7
03 Asturias, Principado de;Variación anual;2006M05;3,9
03 Asturias, Principado de;Variación anual;2006M04;3,8
03 Asturias, Principado de;Variación anual;2006M03;3,8
03 Asturias, Principado de;Variación anual;2006M02;4,0
03 Asturias, Principado de;Variación anual;2006M01;4,0
03 Asturias, Principado de;Variación anual;2005M12;3,5
03 Asturias, Principado de;Variación anual;2005M11;3,1
03 Asturias, Principado de;Variación anual;2005M10;3,3
03 Asturias, Principado de;Variación anual;2005M09;3,6
03 Asturias, Principado de;Variación anual;2005M08;3,2
03 Asturias, Principado de;Variación anual;2005M07;3,2
03 Asturias, Principado de;Variación anual;2005M06;2,9
03 Asturias, Principado de;Variación anual;2005M05;2,7
03 Asturias, Principado de;Variación anual;2005M04;3,1
03 Asturias, Principado de;Variación anual;2005M03;3,0
03 Asturias, Principado de;Variación anual;2005M02;2,9
03 Asturias, Principado de;Variación anual;2005M01;2,7
03 Asturias, Principado de;Variación anual;2004M12;3,1
03 Asturias, Principado de;Variación anual;2004M11;3,4
03 Asturias, Principado de;Variación anual;2004M10;3,6
03 Asturias, Principado de;Variación anual;2004M09;3,0
03 Asturias, Principado de;Variación anual;2004M08;3,1
03 Asturias, Principado de;Variación anual;2004M07;3,1
03 Asturias, Principado de;Variación anual;2004M06;3,3
03 Asturias, Principado de;Variación anual;2004M05;3,2
03 Asturias, Principado de;Variación anual;2004M04;2,5
03 Asturias, Principado de;Variación anual;2004M03;2,1
03 Asturias, Principado de;Variación anual;2004M02;2,1
03 Asturias, Principado de;Variación anual;2004M01;2,4
03 Asturias, Principado de;Variación anual;2003M12;2,4
03 Asturias, Principado de;Variación anual;2003M11;2,6
03 Asturias, Principado de;Variación anual;2003M10;2,9
03 Asturias, Principado de;Variación anual;2003M09;2,9
03 Asturias, Principado de;Variación anual;2003M08;2,9
03 Asturias, Principado de;Variación anual;2003M07;2,7
03 Asturias, Principado de;Variación anual;2003M06;2,7
03 Asturias, Principado de;Variación anual;2003M05;2,5
03 Asturias, Principado de;Variación anual;2003M04;3,1
03 Asturias, Principado de;Variación anual;2003M03;3,6
03 Asturias, Principado de;Variación anual;2003M02;3,8
03 Asturias, Principado de;Variación anual;2003M01;3,7
03 Asturias, Principado de;Variación anual;2002M12;3,8
03 Asturias, Principado de;Variación anual;2002M11;3,6
03 Asturias, Principado de;Variación anual;2002M10;4,2
03 Asturias, Principado de;Variación anual;2002M09;3,7
03 Asturias, Principado de;Variación anual;2002M08;3,8
03 Asturias, Principado de;Variación anual;2002M07;3,6
03 Asturias, Principado de;Variación anual;2002M06;3,6
03 Asturias, Principado de;Variación anual;2002M05;3,9
03 Asturias, Principado de;Variación anual;2002M04;4,0
03 Asturias, Principado de;Variación anual;2002M03;3,4
03 Asturias, Principado de;Variación anual;2002M02;3,2
03 Asturias, Principado de;Variación anual;2002M01;3,2
03 Asturias, Principado de;Variación anual;2001M12;2,4
03 Asturias, Principado de;Variación anual;2001M11;2,5
03 Asturias, Principado de;Variación anual;2001M10;2,9
03 Asturias, Principado de;Variación anual;2001M09;3,4
03 Asturias, Principado de;Variación anual;2001M08;3,5
03 Asturias, Principado de;Variación anual;2001M07;3,9
03 Asturias, Principado de;Variación anual;2001M06;4,3
03 Asturias, Principado de;Variación anual;2001M05;4,3
03 Asturias, Principado de;Variación anual;2001M04;4,0
03 Asturias, Principado de;Variación anual;2001M03;4,0
03 Asturias, Principado de;Variación anual;2001M02;4,1
03 Asturias, Principado de;Variación anual;2001M01;4,0
03 Asturias, Principado de;Variación anual;2000M12;4,3
03 Asturias, Principado de;Variación anual;2000M11;4,3
03 Asturias, Principado de;Variación anual;2000M10;4,1
03 Asturias, Principado de;Variación anual;2000M09;3,7
03 Asturias, Principado de;Variación anual;2000M08;3,4
03 Asturias, Principado de;Variación anual;2000M07;3,3
03 Asturias, Principado de;Variación anual;2000M06;2,9
03 Asturias, Principado de;Variación anual;2000M05;2,4
03 Asturias, Principado de;Variación anual;2000M04;2,4
03 Asturias, Principado de;Variación anual;2000M03;2,3
03 Asturias, Principado de;Variación anual;2000M02;2,5
03 Asturias, Principado de;Variación anual;2000M01;2,6
03 Asturias, Principado de;Variación anual;1999M12;2,6
04 Balears, Illes;Variación anual;2014M12;-0,8
04 Balears, Illes;Variación anual;2014M11;-0,1
04 Balears, Illes;Variación anual;2014M10;0,2
04 Balears, Illes;Variación anual;2014M09;0,3
04 Balears, Illes;Variación anual;2014M08;0,0
04 Balears, Illes;Variación anual;2014M07;0,1
04 Balears, Illes;Variación anual;2014M06;0,5
04 Balears, Illes;Variación anual;2014M05;0,6
04 Balears, Illes;Variación anual;2014M04;0,6
04 Balears, Illes;Variación anual;2014M03;0,3
04 Balears, Illes;Variación anual;2014M02;0,4
04 Balears, Illes;Variación anual;2014M01;0,5
04 Balears, Illes;Variación anual;2013M12;0,5
04 Balears, Illes;Variación anual;2013M11;0,3
04 Balears, Illes;Variación anual;2013M10;-0,1
04 Balears, Illes;Variación anual;2013M09;0,5
04 Balears, Illes;Variación anual;2013M08;1,6
04 Balears, Illes;Variación anual;2013M07;1,9
04 Balears, Illes;Variación anual;2013M06;2,2
04 Balears, Illes;Variación anual;2013M05;1,8
04 Balears, Illes;Variación anual;2013M04;1,7
04 Balears, Illes;Variación anual;2013M03;2,6
04 Balears, Illes;Variación anual;2013M02;3,1
04 Balears, Illes;Variación anual;2013M01;2,8
04 Balears, Illes;Variación anual;2012M12;3,1
04 Balears, Illes;Variación anual;2012M11;3,2
04 Balears, Illes;Variación anual;2012M10;3,7
04 Balears, Illes;Variación anual;2012M09;3,6
04 Balears, Illes;Variación anual;2012M08;2,7
04 Balears, Illes;Variación anual;2012M07;2,2
04 Balears, Illes;Variación anual;2012M06;2,0
04 Balears, Illes;Variación anual;2012M05;2,1
04 Balears, Illes;Variación anual;2012M04;2,0
04 Balears, Illes;Variación anual;2012M03;1,8
04 Balears, Illes;Variación anual;2012M02;1,4
