Comunidades y Ciudades Autónomas;Grupos ECOICOP;Tipo de dato;Periodo;Total
05 Canarias;Índice general;Variación anual;2017M05;2,0
05 Canarias;Índice general;Variación anual;2017M04;2,3
05 Canarias;Índice general;Variación anual;2017M03;2,1
05 Canarias;Índice general;Variación anual;2017M02;2,5
05 Canarias;Índice general;Variación anual;2017M01;2,5
05 Canarias;Índice general;Variación anual;2016M12;1,3
05 Canarias;Índice general;Variación anual;2016M11;0,8
05 Canarias;Índice general;Variación anual;2016M10;0,6
05 Canarias;Índice general;Variación anual;2016M09;0,2
05 Canarias;Índice general;Variación anual;2016M08;-0,2
05 Canarias;Índice general;Variación anual;2016M07;-0,5
05 Canarias;Índice general;Variación anual;2016M06;-0,7
05 Canarias;Índice general;Variación anual;2016M05;-0,9
05 Canarias;Índice general;Variación anual;2016M04;-1,0
05 Canarias;Índice general;Variación anual;2016M03;-0,9
05 Canarias;Índice general;Variación anual;2016M02;-0,8
05 Canarias;Índice general;Variación anual;2016M01;-0,7
05 Canarias;Índice general;Variación anual;2015M12;-0,4
05 Canarias;Índice general;Variación anual;2015M11;-0,6
05 Canarias;Índice general;Variación anual;2015M10;-0,8
05 Canarias;Índice general;Variación anual;2015M09;-1,0
05 Canarias;Índice general;Variación anual;2015M08;-0,5
05 Canarias;Índice general;Variación anual;2015M07;-0,3
05 Canarias;Índice general;Variación anual;2015M06;-0,3
05 Canarias;Índice general;Variación anual;2015M05;-0,6
05 Canarias;Índice general;Variación anual;2015M04;-1,0
05 Canarias;Índice general;Variación anual;2015M03;-1,1
05 Canarias;Índice general;Variación anual;2015M02;-1,5
05 Canarias;Índice general;Variación anual;2015M01;-1,4
05 Canarias;Índice general;Variación anual;2014M12;-1,1
05 Canarias;Índice general;Variación anual;2014M11;-0,7
05 Canarias;Índice general;Variación anual;2014M10;-0,6
05 Canarias;Índice general;Variación anual;2014M09;-0,8
05 Canarias;Índice general;Variación anual;2014M08;-0,7
05 Canarias;Índice general;Variación anual;2014M07;-0,4
05 Canarias;Índice general;Variación anual;2014M06;-0,3
05 Canarias;Índice general;Variación anual;2014M05;-0,3
05 Canarias;Índice general;Variación anual;2014M04;0,0
05 Canarias;Índice general;Variación anual;2014M03;-0,4
05 Canarias;Índice general;Variación anual;2014M02;-0,2
05 Canarias;Índice general;Variación anual;2014M01;-0,2
05 Canarias;Índice general;Variación anual;2013M12;-0,4
05 Canarias;Índice general;Variación anual;2013M11;-0,3
05 Canarias;Índice general;Variación anual;2013M10;-0,6
05 Canarias;Índice general;Variación anual;2013M09;-0,4
05 Canarias;Índice general;Variación anual;2013M08;0,3
05 Canarias;Índice general;Variación anual;2013M07;0,6
05 Canarias;Índice general;Variación anual;2013M06;1,6
05 Canarias;Índice general;Variación anual;2013M05;1,3
05 Canarias;Índice general;Variación anual;2013M04;0,9
05 Canarias;Índice general;Variación anual;2013M03;1,8
05 Canarias;Índice general;Variación anual;2013M02;2,0
05 Canarias;Índice general;Variación anual;2013M01;2,3
05 Canarias;Índice general;Variación anual;2012M12;2,5
05 Canarias;Índice general;Variación anual;2012M11;2,6
05 Canarias;Índice general;Variación anual;2012M10;3,3
05 Canarias;Índice general;Variación anual;2012M09;3,3
05 Canarias;Índice general;Variación anual;2012M08;2,5
05 Canarias;Índice general;Variación anual;2012M07;2,1
05 Canarias;Índice general;Variación anual;2012M06;1,0
05 Canarias;Índice general;Variación anual;2012M05;1,2
05 Canarias;Índice general;Variación anual;2012M04;1,5
05 Canarias;Índice general;Variación anual;2012M03;1,4
05 Canarias;Índice general;Variación anual;2012M02;1,5
05 Canarias;Índice general;Variación anual;2012M01;1,4
05 Canarias;Índice general;Variación anual;2011M12;2,0
05 Canarias;Índice general;Variación anual;2011M11;2,4
05 Canarias;Índice general;Variación anual;2011M10;2,5
05 Canarias;Índice general;Variación anual;2011M09;2,6
05 Canarias;Índice general;Variación anual;2011M08;2,5
05 Canarias;Índice general;Variación anual;2011M07;2,4
05 Canarias;Índice general;Variación anual;2011M06;2,7
05 Canarias;Índice general;Variación anual;2011M05;2,9
05 Canarias;Índice general;Variación anual;2011M04;3,0
05 Canarias;Índice general;Variación anual;2011M03;2,9
05 Canarias;Índice general;Variación anual;2011M02;2,8
05 Canarias;Índice general;Variación anual;2011M01;2,5
05 Canarias;Índice general;Variación anual;2010M12;2,0
05 Canarias;Índice general;Variación anual;2010M11;1,4
05 Canarias;Índice general;Variación anual;2010M10;1,5
05 Canarias;Índice general;Variación anual;2010M09;1,2
05 Canarias;Índice general;Variación anual;2010M08;1,0
05 Canarias;Índice general;Variación anual;2010M07;1,1
05 Canarias;Índice general;Variación anual;2010M06;0,8
05 Canarias;Índice general;Variación anual;2010M05;1,0
05 Canarias;Índice general;Variación anual;2010M04;0,7
05 Canarias;Índice general;Variación anual;2010M03;0,5
05 Canarias;Índice general;Variación anual;2010M02;0,0
05 Canarias;Índice general;Variación anual;2010M01;0,2
05 Canarias;Índice general;Variación anual;2009M12;-0,4
06 Cantabria;Índice general;Variación anual;2023M12;3,3
06 Cantabria;Índice general;Variación anual;2023M11;3,4
06 Cantabria;Índice general;Variación anual;2023M10;3,9
06 Cantabria;Índice general;Variación anual;2023M09;4,1
06 Cantabria;Índice general;Variación anual;2023M08;3,2
06 Cantabria;Índice general;Variación anual;2023M07;2,6
06 Cantabria;Índice general;Variación anual;2023M06;2,3
06 Cantabria;Índice general;Variación anual;2023M05;3,5
06 Cantabria;Índice general;Variación anual;2023M04;4,3
06 Cantabria;Índice general;Variación anual;2023M03;3,2
06 Cantabria;Índice general;Variación anual;2023M02;6,1
06 Cantabria;Índice general;Variación anual;2023M01;5,7
06 Cantabria;Índice general;Variación anual;2022M12;5,3
06 Cantabria;Índice general;Variación anual;2022M11;6,7
06 Cantabria;Índice general;Variación anual;2022M10;7,1
06 Cantabria;Índice general;Variación anual;2022M09;8,3
06 Cantabria;Índice general;Variación anual;2022M08;10,1
06 Cantabria;Índice general;Variación anual;2022M07;10,5
06 Cantabria;Índice general;Variación anual;2022M06;10,0
06 Cantabria;Índice general;Variación anual;2022M05;8,8
06 Cantabria;Índice general;Variación anual;2022M04;8,5
06 Cantabria;Índice general;Variación anual;2022M03;10,2
06 Cantabria;Índice general;Variación anual;2022M02;7,7
06 Cantabria;Índice general;Variación anual;2022M01;6,2
06 Cantabria;Índice general;Variación anual;2021M12;6,8
06 Cantabria;Índice general;Variación anual;2021M11;5,7
06 Cantabria;Índice general;Variación anual;2021M10;5,5
06 Cantabria;Índice general;Variación anual;2021M09;4,5
06 Cantabria;Índice general;Variación anual;2021M08;3,5
06 Cantabria;Índice general;Variación anual;2021M07;3,0
06 Cantabria;Índice general;Variación anual;2021M06;3,1
06 Cantabria;Índice general;Variación anual;2021M05;2,7
06 Cantabria;Índice general;Variación anual;2021M04;2,3
06 Cantabria;Índice general;Variación anual;2021M03;1,5
06 Cantabria;Índice general;Variación anual;2021M02;-0,1
06 Cantabria;Índice general;Variación anual;2021M01;0,5
06 Cantabria;Índice general;Variación anual;2020M12;-0,5
06 Cantabria;Índice general;Variación anual;2020M11;-0,9
06 Cantabria;Índice general;Variación anual;2020M10;-0,8
06 Cantabria;Índice general;Variación anual;2020M09;-0,4
06 Cantabria;Índice general;Variación anual;2020M08;-0,6
06 Cantabria;Índice general;Variación anual;2020M07;-0,4
06 Cantabria;Índice general;Variación anual;2020M06;-0,5
06 Cantabria;Índice general;Variación anual;2020M05;-1,1
06 Cantabria;Índice general;Variación anual;2020M04;-0,7
06 Cantabria;Índice general;Variación anual;2020M03;0,0
06 Cantabria;Índice general;Variación anual;2020M02;0,8
06 Cantabria;Índice general;Variación anual;2020M01;1,1
06 Cantabria;Índice general;Variación anual;2019M12;0,9
06 Cantabria;Índice general;Variación anual;2019M11;0,4
06 Cantabria;Índice general;Variación anual;2019M10;0,0
06 Cantabria;Índice general;Variación anual;2019M09;0,1
06 Cantabria;Índice general;Variación anual;2019M08;0,3
06 Cantabria;Índice general;Variación anual;2019M07;0,4
06 Cantabria;Índice general;Variación anual;2019M06;0,4
06 Cantabria;Índice general;Variación anual;2019M05;1,0
06 Cantabria;Índice general;Variación anual;2019M04;1,5
06 Cantabria;Índice general;Variación anual;2019M03;1,3
06 Cantabria;Índice general;Variación anual;2019M02;1,1
06 Cantabria;Índice general;Variación anual;2019M01;0,9
06 Cantabria;Índice general;Variación anual;2018M12;1,0
06 Cantabria;Índice general;Variación anual;2018M11;1,6
06 Cantabria;Índice general;Variación anual;2018M10;2,4
06 Cantabria;Índice general;Variación anual;2018M09;2,2
06 Cantabria;Índice general;Variación anual;2018M08;2,4
06 Cantabria;Índice general;Variación anual;2018M07;2,5
06 Cantabria;Índice general;Variación anual;2018M06;2,5
06 Cantabria;Índice general;Variación anual;2018M05;2,1
06 Cantabria;Índice general;Variación anual;2018M04;1,2
06 Cantabria;Índice general;Variación anual;2018M03;1,2
06 Cantabria;Índice general;Variación anual;2018M02;1,0
06 Cantabria;Índice general;Variación anual;2018M01;0,4
06 Cantabria;Índice general;Variación anual;2017M12;1,2
06 Cantabria;Índice general;Variación anual;2017M11;1,7
06 Cantabria;Índice general;Variación anual;2017M10;1,5
06 Cantabria;Índice general;Variación anual;2017M09;1,8
06 Cantabria;Índice general;Variación anual;2017M08;1,8
06 Cantabria;Índice general;Variación anual;2017M07;1,3
06 Cantabria;Índice general;Variación anual;2017M06;1,4
06 Cantabria;Índice general;Variación anual;2017M05;1,9
06 Cantabria;Índice general;Variación anual;2017M04;2,6
06 Cantabria;Índice general;Variación anual;2017M03;2,5
06 Cantabria;Índice general;Variación anual;2017M02;3,2
06 Cantabria;Índice general;Variación anual;2017M01;3,1
06 Cantabria;Índice general;Variación anual;2016M12;1,5
06 Cantabria;Índice general;Variación anual;2016M11;0,6
06 Cantabria;Índice general;Variación anual;2016M10;0,8
06 Cantabria;Índice general;Variación anual;2016M09;0,2
06 Cantabria;Índice general;Variación anual;2016M08;-0,3
06 Cantabria;Índice general;Variación anual;2016M07;-0,8
06 Cantabria;Índice general;Variación anual;2016M06;-1,1
06 Cantabria;Índice general;Variación anual;2016M05;-1,3
06 Cantabria;Índice general;Variación anual;2016M04;-1,3
06 Cantabria;Índice general;Variación anual;2016M03;-1,1
06 Cantabria;Índice general;Variación anual;2016M02;-1,0
06 Cantabria;Índice general;Variación anual;2016M01;-0,4
06 Cantabria;Índice general;Variación anual;2015M12;-0,4
06 Cantabria;Índice general;Variación anual;2015M11;-0,7
06 Cantabria;Índice general;Variación anual;2015M10;-1,2
06 Cantabria;Índice general;Variación anual;2015M09;-1,4
06 Cantabria;Índice general;Variación anual;2015M08;-0,8
06 Cantabria;Índice general;Variación anual;2015M07;-0,1
06 Cantabria;Índice general;Variación anual;2015M06;-0,1
06 Cantabria;Índice general;Variación anual;2015M05;-0,4
06 Cantabria;Índice general;Variación anual;2015M04;-1,0
06 Cantabria;Índice general;Variación anual;2015M03;-0,9
06 Cantabria;Índice general;Variación anual;2015M02;-1,5
06 Cantabria;Índice general;Variación anual;2015M01;-1,7
06 Cantabria;Índice general;Variación anual;2014M12;-1,3
06 Cantabria;Índice general;Variación anual;2014M11;-0,6
06 Cantabria;Índice general;Variación anual;2014M10;-0,3
06 Cantabria;Índice general;Variación anual;2014M09;-0,3
06 Cantabria;Índice general;Variación anual;2014M08;-0,6
06 Cantabria;Índice general;Variación anual;2014M07;-0,5
06 Cantabria;Índice general;Variación anual;2014M06;-0,1
06 Cantabria;Índice general;Variación anual;2014M05;0,1
06 Cantabria;Índice general;Variación anual;2014M04;0,4
06 Cantabria;Índice general;Variación anual;2014M03;-0,1
06 Cantabria;Índice general;Variación anual;2014M02;0,1
06 Cantabria;Índice general;Variación anual;2014M01;0,3
06 Cantabria;Índice general;Variación anual;2013M12;0,6
06 Cantabria;Índice general;Variación anual;2013M11;0,8
06 Cantabria;Índice general;Variación anual;2013M10;0,4
06 Cantabria;Índice general;Variación anual;2013M09;0,8
06 Cantabria;Índice general;Variación anual;2013M08;2,0
06 Cantabria;Índice general;Variación anual;2013M07;2,6
06 Cantabria;Índice general;Variación anual;2013M06;3,0
06 Cantabria;Índice general;Variación anual;2013M05;2,8
06 Cantabria;Índice general;Variación anual;2013M04;2,3
06 Cantabria;Índice general;Variación anual;2013M03;3,3
06 Cantabria;Índice general;Variación anual;2013M02;3,6
06 Cantabria;Índice general;Variación anual;2013M01;3,5
06 Cantabria;Índice general;Variación anual;2012M12;3,6
06 Cantabria;Índice general;Variación anual;2012M11;3,5
06 Cantabria;Índice general;Variación anual;2012M10;4,0
06 Cantabria;Índice general;Variación anual;2012M09;3,9
06 Cantabria;Índice general;Variación anual;2012M08;3,1
06 Cantabria;Índice general;Variación anual;2012M07;2,3
06 Cantabria;Índice general;Variación anual;2012M06;1,9
06 Cantabria;Índice general;Variación anual;2012M05;1,6
06 Cantabria;Índice general;Variación anual;2012M04;1,8
06 Cantabria;Índice general;Variación anual;2012M03;1,7
06 Cantabria;Índice general;Variación anual;2012M02;1,8
06 Cantabria;Índice general;Variación anual;2012M01;1,9
06 Cantabria;Índice general;Variación anual;2011M12;2,3
06 Cantabria;Índice general;Variación anual;2011M11;2,9
06 Cantabria;Índice general;Variación anual;2011M10;3,1
06 Cantabria;Índice general;Variación anual;2011M09;3,3
06 Cantabria;Índice general;Variación anual;2011M08;3,2
06 Cantabria;Índice general;Variación anual;2011M07;3,4
06 Cantabria;Índice general;Variación anual;2011M06;3,5
06 Cantabria;Índice general;Variación anual;2011M05;3,9
06 Cantabria;Índice general;Variación anual;2011M04;4,2
06 Cantabria;Índice general;Variación anual;2011M03;3,9
06 Cantabria;Índice general;Variación anual;2011M02;3,8
06 Cantabria;Índice general;Variación anual;2011M01;3,5
06 Cantabria;Índice general;Variación anual;2010M12;3,1
06 Cantabria;Índice general;Variación anual;2010M11;2,5
06 Cantabria;Índice general;Variación anual;2010M10;2,4
06 Cantabria;Índice general;Variación anual;2010M09;2,2
06 Cantabria;Índice general;Variación anual;2010M08;1,8
06 Cantabria;Índice general;Variación anual;2010M07;1,8
06 Cantabria;Índice general;Variación anual;2010M06;1,5
06 Cantabria;Índice general;Variación anual;2010M05;1,9
06 Cantabria;Índice general;Variación anual;2010M04;1,6
06 Cantabria;Índice general;Variación anual;2010M03;1,6
06 Cantabria;Índice general;Variación anual;2010M02;0,9
06 Cantabria;Índice general;Variación anual;2010M01;1,2
06 Cantabria;Índice general;Variación anual;2009M12;1,0
07 Castilla y León;Índice general;Variación anual;2023M12;2,8
07 Castilla y León;Índice general;Variación anual;2023M11;2,8
07 Castilla y León;Índice general;Variación anual;2023M10;3,2
07 Castilla y León;Índice general;Variación anual;2023M09;3,2
07 Castilla y León;Índice general;Variación anual;2023M08;2,4
07 Castilla y León;Índice general;Variación anual;2023M07;1,9
07 Castilla y León;Índice general;Variación anual;2023M06;1,6
07 Castilla y León;Índice general;Variación anual;2023M05;3,2
07 Castilla y León;Índice general;Variación anual;2023M04;4,0
07 Castilla y León;Índice general;Variación anual;2023M03;3,4
07 Castilla y León;Índice general;Variación anual;2023M02;6,5
07 Castilla y León;Índice general;Variación anual;2023M01;6,5
07 Castilla y León;Índice general;Variación anual;2022M12;6,5
07 Castilla y León;Índice general;Variación anual;2022M11;7,8
07 Castilla y León;Índice general;Variación anual;2022M10;8,1
07 Castilla y León;Índice general;Variación anual;2022M09;10,0
07 Castilla y León;Índice general;Variación anual;2022M08;11,8
07 Castilla y León;Índice general;Variación anual;2022M07;12,0
07 Castilla y León;Índice general;Variación anual;2022M06;11,6
07 Castilla y León;Índice general;Variación anual;2022M05;9,9
07 Castilla y León;Índice general;Variación anual;2022M04;9,6
07 Castilla y León;Índice general;Variación anual;2022M03;11,0
07 Castilla y León;Índice general;Variación anual;2022M02;8,5
07 Castilla y León;Índice general;Variación anual;2022M01;6,7
07 Castilla y León;Índice general;Variación anual;2021M12;7,3
07 Castilla y León;Índice general;Variación anual;2021M11;6,2
07 Castilla y León;Índice general;Variación anual;2021M10;6,1
07 Castilla y León;Índice general;Variación anual;2021M09;4,5
07 Castilla y León;Índice general;Variación anual;2021M08;3,8
07 Castilla y León;Índice general;Variación anual;2021M07;3,5
07 Castilla y León;Índice general;Variación anual;2021M06;3,3
07 Castilla y León;Índice general;Variación anual;2021M05;3,2
07 Castilla y León;Índice general;Variación anual;2021M04;2,5
07 Castilla y León;Índice general;Variación anual;2021M03;1,5
07 Castilla y León;Índice general;Variación anual;2021M02;-0,1
07 Castilla y León;Índice general;Variación anual;2021M01;0,4
07 Castilla y León;Índice general;Variación anual;2020M12;-0,7
07 Castilla y León;Índice general;Variación anual;2020M11;-1,0
07 Castilla y León;Índice general;Variación anual;2020M10;-1,1
07 Castilla y León;Índice general;Variación anual;2020M09;-0,6
07 Castilla y León;Índice general;Variación anual;2020M08;-0,7
07 Castilla y León;Índice general;Variación anual;2020M07;-0,9
07 Castilla y León;Índice general;Variación anual;2020M06;-0,7
07 Castilla y León;Índice general;Variación anual;2020M05;-1,4
07 Castilla y León;Índice general;Variación anual;2020M04;-1,1
07 Castilla y León;Índice general;Variación anual;2020M03;-0,2
07 Castilla y León;Índice general;Variación anual;2020M02;0,7
07 Castilla y León;Índice general;Variación anual;2020M01;1,1
07 Castilla y León;Índice general;Variación anual;2019M12;1,0
07 Castilla y León;Índice general;Variación anual;2019M11;0,5
07 Castilla y León;Índice general;Variación anual;2019M10;0,1
07 Castilla y León;Índice general;Variación anual;2019M09;0,1
07 Castilla y León;Índice general;Variación anual;2019M08;0,4
07 Castilla y León;Índice general;Variación anual;2019M07;0,7
07 Castilla y León;Índice general;Variación anual;2019M06;0,5
07 Castilla y León;Índice general;Variación anual;2019M05;1,1
07 Castilla y León;Índice general;Variación anual;2019M04;1,8
07 Castilla y León;Índice general;Variación anual;2019M03;1,6
07 Castilla y León;Índice general;Variación anual;2019M02;1,3
07 Castilla y León;Índice general;Variación anual;2019M01;1,1
07 Castilla y León;Índice general;Variación anual;2018M12;1,2
07 Castilla y León;Índice general;Variación anual;2018M11;1,8
07 Castilla y León;Índice general;Variación anual;2018M10;2,5
07 Castilla y León;Índice general;Variación anual;2018M09;2,6
07 Castilla y León;Índice general;Variación anual;2018M08;2,4
07 Castilla y León;Índice general;Variación anual;2018M07;2,4
07 Castilla y León;Índice general;Variación anual;2018M06;2,4
07 Castilla y León;Índice general;Variación anual;2018M05;2,1
07 Castilla y León;Índice general;Variación anual;2018M04;1,0
07 Castilla y León;Índice general;Variación anual;2018M03;1,0
07 Castilla y León;Índice general;Variación anual;2018M02;0,8
07 Castilla y León;Índice general;Variación anual;2018M01;0,5
07 Castilla y León;Índice general;Variación anual;2017M12;1,0
07 Castilla y León;Índice general;Variación anual;2017M11;1,7
07 Castilla y León;Índice general;Variación anual;2017M10;1,5
07 Castilla y León;Índice general;Variación anual;2017M09;1,7
07 Castilla y León;Índice general;Variación anual;2017M08;1,7
07 Castilla y León;Índice general;Variación anual;2017M07;1,7
07 Castilla y León;Índice general;Variación anual;2017M06;1,7
07 Castilla y León;Índice general;Variación anual;2017M05;2,2
07 Castilla y León;Índice general;Variación anual;2017M04;2,8
07 Castilla y León;Índice general;Variación anual;2017M03;2,6
07 Castilla y León;Índice general;Variación anual;2017M02;3,6
07 Castilla y León;Índice general;Variación anual;2017M01;3,4
07 Castilla y León;Índice general;Variación anual;2016M12;1,6
07 Castilla y León;Índice general;Variación anual;2016M11;0,7
07 Castilla y León;Índice general;Variación anual;2016M10;0,8
07 Castilla y León;Índice general;Variación anual;2016M09;0,2
07 Castilla y León;Índice general;Variación anual;2016M08;-0,4
07 Castilla y León;Índice general;Variación anual;2016M07;-0,9
07 Castilla y León;Índice general;Variación anual;2016M06;-1,1
07 Castilla y León;Índice general;Variación anual;2016M05;-1,3
07 Castilla y León;Índice general;Variación anual;2016M04;-1,3
07 Castilla y León;Índice general;Variación anual;2016M03;-1,1
07 Castilla y León;Índice general;Variación anual;2016M02;-1,2
07 Castilla y León;Índice general;Variación anual;2016M01;-0,6
07 Castilla y León;Índice general;Variación anual;2015M12;-0,3
07 Castilla y León;Índice general;Variación anual;2015M11;-0,7
07 Castilla y León;Índice general;Variación anual;2015M10;-1,2
07 Castilla y León;Índice general;Variación anual;2015M09;-1,4
07 Castilla y León;Índice general;Variación anual;2015M08;-0,8
07 Castilla y León;Índice general;Variación anual;2015M07;-0,2
07 Castilla y León;Índice general;Variación anual;2015M06;-0,2
07 Castilla y León;Índice general;Variación anual;2015M05;-0,5
07 Castilla y León;Índice general;Variación anual;2015M04;-1,0
07 Castilla y León;Índice general;Variación anual;2015M03;-1,1
07 Castilla y León;Índice general;Variación anual;2015M02;-1,6
07 Castilla y León;Índice general;Variación anual;2015M01;-1,8
07 Castilla y León;Índice general;Variación anual;2014M12;-1,2
07 Castilla y León;Índice general;Variación anual;2014M11;-0,4
07 Castilla y León;Índice general;Variación anual;2014M10;-0,1
07 Castilla y León;Índice general;Variación anual;2014M09;-0,3
07 Castilla y León;Índice general;Variación anual;2014M08;-0,7
07 Castilla y León;Índice general;Variación anual;2014M07;-0,5
07 Castilla y León;Índice general;Variación anual;2014M06;0,1
07 Castilla y León;Índice general;Variación anual;2014M05;0,2
07 Castilla y León;Índice general;Variación anual;2014M04;0,4
07 Castilla y León;Índice general;Variación anual;2014M03;-0,1
07 Castilla y León;Índice general;Variación anual;2014M02;0,0
07 Castilla y León;Índice general;Variación anual;2014M01;0,3
07 Castilla y León;Índice general;Variación anual;2013M12;0,5
07 Castilla y León;Índice general;Variación anual;2013M11;0,4
07 Castilla y León;Índice general;Variación anual;2013M10;0,1
07 Castilla y León;Índice general;Variación anual;2013M09;0,6
07 Castilla y León;Índice general;Variación anual;2013M08;1,7
07 Castilla y León;Índice general;Variación anual;2013M07;2,0
07 Castilla y León;Índice general;Variación anual;2013M06;2,1
07 Castilla y León;Índice general;Variación anual;2013M05;1,7
07 Castilla y León;Índice general;Variación anual;2013M04;1,2
07 Castilla y León;Índice general;Variación anual;2013M03;2,4
07 Castilla y León;Índice general;Variación anual;2013M02;3,0
07 Castilla y León;Índice general;Variación anual;2013M01;2,9
07 Castilla y León;Índice general;Variación anual;2012M12;3,1
07 Castilla y León;Índice general;Variación anual;2012M11;3,1
07 Castilla y León;Índice general;Variación anual;2012M10;3,7
07 Castilla y León;Índice general;Variación anual;2012M09;3,7
07 Castilla y León;Índice general;Variación anual;2012M08;3,0
07 Castilla y León;Índice general;Variación anual;2012M07;2,5
07 Castilla y León;Índice general;Variación anual;2012M06;2,4
07 Castilla y León;Índice general;Variación anual;2012M05;2,5
07 Castilla y León;Índice general;Variación anual;2012M04;2,6
07 Castilla y León;Índice general;Variación anual;2012M03;2,4
07 Castilla y León;Índice general;Variación anual;2012M02;2,3
07 Castilla y León;Índice general;Variación anual;2012M01;2,3
07 Castilla y León;Índice general;Variación anual;2011M12;2,7
07 Castilla y León;Índice general;Variación anual;2011M11;3,2
07 Castilla y León;Índice general;Variación anual;2011M10;3,3
07 Castilla y León;Índice general;Variación anual;2011M09;3,4
07 Castilla y León;Índice general;Variación anual;2011M08;3,2
07 Castilla y León;Índice general;Variación anual;2011M07;3,4
07 Castilla y León;Índice general;Variación anual;2011M06;3,4
07 Castilla y León;Índice general;Variación anual;2011M05;3,7
07 Castilla y León;Índice general;Variación anual;2011M04;4,0
07 Castilla y León;Índice general;Variación anual;2011M03;3,9
07 Castilla y León;Índice general;Variación anual;2011M02;3,8
07 Castilla y León;Índice general;Variación anual;2011M01;3,5
07 Castilla y León;Índice general;Variación anual;2010M12;3,2
07 Castilla y León;Índice general;Variación anual;2010M11;2,4
07 Castilla y León;Índice general;Variación anual;2010M10;2,5
07 Castilla y León;Índice general;Variación anual;2010M09;2,2
07 Castilla y León;Índice general;Variación anual;2010M08;1,9
07 Castilla y León;Índice general;Variación anual;2010M07;2,0
07 Castilla y León;Índice general;Variación anual;2010M06;1,6
07 Castilla y León;Índice general;Variación anual;2010M05;1,9
07 Castilla y León;Índice general;Variación anual;2010M04;1,7
07 Castilla y León;Índice general;Variación anual;2010M03;1,5
07 Castilla y León;Índice general;Variación anual;2010M02;0,8
07 Castilla y León;Índice general;Variación anual;2010M01;1,0
07 Castilla y León;Índice general;Variación anual;2009M12;0,7
08 Castilla - La Mancha;Índice general;Variación anual;2023M12;3,4
08 Castilla - La Mancha;Índice general;Variación anual;2023M11;3,4
08 Castilla - La Mancha;Índice general;Variación anual;2023M10;3,4
08 Castilla - La Mancha;Índice general;Variación anual;2023M09;3,5
08 Castilla - La Mancha;Índice general;Variación anual;2023M08;2,4
08 Castilla - La Mancha;Índice general;Variación anual;2023M07;1,8
08 Castilla - La Mancha;Índice general;Variación anual;2023M06;1,2
08 Castilla - La Mancha;Índice general;Variación anual;2023M05;3,0
08 Castilla - La Mancha;Índice general;Variación anual;2023M04;4,0
08 Castilla - La Mancha;Índice general;Variación anual;2023M03;3,4
08 Castilla - La Mancha;Índice general;Variación anual;2023M02;6,9
08 Castilla - La Mancha;Índice general;Variación anual;2023M01;6,9
08 Castilla - La Mancha;Índice general;Variación anual;2022M12;6,8
08 Castilla - La Mancha;Índice general;Variación anual;2022M11;8,1
08 Castilla - La Mancha;Índice general;Variación anual;2022M10;8,6
08 Castilla - La Mancha;Índice general;Variación anual;2022M09;10,6
08 Castilla - La Mancha;Índice general;Variación anual;2022M08;12,6
08 Castilla - La Mancha;Índice general;Variación anual;2022M07;13,2
08 Castilla - La Mancha;Índice general;Variación anual;2022M06;12,7
08 Castilla - La Mancha;Índice general;Variación anual;2022M05;10,6
08 Castilla - La Mancha;Índice general;Variación anual;2022M04;10,4
08 Castilla - La Mancha;Índice general;Variación anual;2022M03;11,7
08 Castilla - La Mancha;Índice general;Variación anual;2022M02;9,0
08 Castilla - La Mancha;Índice general;Variación anual;2022M01;7,2
08 Castilla - La Mancha;Índice general;Variación anual;2021M12;7,6
08 Castilla - La Mancha;Índice general;Variación anual;2021M11;6,6
08 Castilla - La Mancha;Índice general;Variación anual;2021M10;6,5
08 Castilla - La Mancha;Índice general;Variación anual;2021M09;4,8
08 Castilla - La Mancha;Índice general;Variación anual;2021M08;4,0
08 Castilla - La Mancha;Índice general;Variación anual;2021M07;3,6
08 Castilla - La Mancha;Índice general;Variación anual;2021M06;3,4
08 Castilla - La Mancha;Índice general;Variación anual;2021M05;3,5
08 Castilla - La Mancha;Índice general;Variación anual;2021M04;2,8
08 Castilla - La Mancha;Índice general;Variación anual;2021M03;1,6
08 Castilla - La Mancha;Índice general;Variación anual;2021M02;-0,2
08 Castilla - La Mancha;Índice general;Variación anual;2021M01;0,2
08 Castilla - La Mancha;Índice general;Variación anual;2020M12;-0,9
08 Castilla - La Mancha;Índice general;Variación anual;2020M11;-1,3
08 Castilla - La Mancha;Índice general;Variación anual;2020M10;-1,2
08 Castilla - La Mancha;Índice general;Variación anual;2020M09;-0,6
08 Castilla - La Mancha;Índice general;Variación anual;2020M08;-0,7
08 Castilla - La Mancha;Índice general;Variación anual;2020M07;-0,8
08 Castilla - La Mancha;Índice general;Variación anual;2020M06;-0,6
08 Castilla - La Mancha;Índice general;Variación anual;2020M05;-1,4
08 Castilla - La Mancha;Índice general;Variación anual;2020M04;-1,2
08 Castilla - La Mancha;Índice general;Variación anual;2020M03;-0,2
08 Castilla - La Mancha;Índice general;Variación anual;2020M02;0,9
08 Castilla - La Mancha;Índice general;Variación anual;2020M01;1,4
08 Castilla - La Mancha;Índice general;Variación anual;2019M12;0,9
08 Castilla - La Mancha;Índice general;Variación anual;2019M11;0,3
08 Castilla - La Mancha;Índice general;Variación anual;2019M10;0,0
08 Castilla - La Mancha;Índice general;Variación anual;2019M09;-0,2
08 Castilla - La Mancha;Índice general;Variación anual;2019M08;0,1
