Comunidades y Ciudades Autónomas;Grupos ECOICOP;Tipo de dato;Periodo;Total
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2016M01;-0,1
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2015M12;-0,1
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2015M11;-0,5
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2015M10;-1,0
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2015M09;-1,2
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2015M08;-0,7
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2015M07;-0,1
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2015M06;-0,1
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2015M05;-0,2
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2015M04;-0,7
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2015M03;-0,6
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2015M02;-1,2
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2015M01;-1,4
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2014M12;-1,2
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2014M11;-0,3
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2014M10;-0,1
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2014M09;-0,3
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2014M08;-0,8
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2014M07;-1,0
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2014M06;-0,2
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2014M05;-0,2
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2014M04;-0,1
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2014M03;-0,7
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2014M02;-0,4
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2014M01;-0,4
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2013M12;0,0
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2013M11;-0,2
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2013M10;-0,5
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2013M09;0,0
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2013M08;1,2
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2013M07;1,8
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2013M06;2,0
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2013M05;1,7
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2013M04;1,3
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2013M03;2,4
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2013M02;2,5
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2013M01;2,8
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2012M12;2,7
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2012M11;2,9
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2012M10;3,5
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2012M09;3,6
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2012M08;2,8
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2012M07;2,5
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2012M06;2,0
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2012M05;1,9
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2012M04;2,1
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2012M03;2,1
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2012M02;2,4
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2012M01;2,3
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2011M12;2,6
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2011M11;3,1
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2011M10;3,2
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2011M09;3,1
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2011M08;2,9
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2011M07;3,0
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2011M06;3,0
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2011M05;3,3
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2011M04;3,8
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2011M03;3,6
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2011M02;3,5
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2011M01;3,0
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2010M12;2,8
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2010M11;2,1
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2010M10;2,1
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2010M09;2,2
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2010M08;1,8
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2010M07;1,8
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2010M06;1,4
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2010M05;1,7
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2010M04;1,1
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2010M03;1,0
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2010M02;0,6
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2010M01;0,5
15 Navarra, Comunidad Foral de;Índice general;Variación anual;2009M12;0,5
16 País Vasco;Índice general;Variación anual;2023M12;3,1
16 País Vasco;Índice general;Variación anual;2023M11;3,4
16 País Vasco;Índice general;Variación anual;2023M10;3,5
16 País Vasco;Índice general;Variación anual;2023M09;3,6
16 País Vasco;Índice general;Variación anual;2023M08;2,7
16 País Vasco;Índice general;Variación anual;2023M07;2,6
16 País Vasco;Índice general;Variación anual;2023M06;2,3
16 País Vasco;Índice general;Variación anual;2023M05;3,4
16 País Vasco;Índice general;Variación anual;2023M04;4,2
16 País Vasco;Índice general;Variación anual;2023M03;3,3
16 País Vasco;Índice general;Variación anual;2023M02;5,8
16 País Vasco;Índice general;Variación anual;2023M01;5,6
16 País Vasco;Índice general;Variación anual;2022M12;5,4
16 País Vasco;Índice general;Variación anual;2022M11;6,5
16 País Vasco;Índice general;Variación anual;2022M10;6,9
16 País Vasco;Índice general;Variación anual;2022M09;8,5
16 País Vasco;Índice general;Variación anual;2022M08;10,3
16 País Vasco;Índice general;Variación anual;2022M07;10,5
16 País Vasco;Índice general;Variación anual;2022M06;9,6
16 País Vasco;Índice general;Variación anual;2022M05;8,3
16 País Vasco;Índice general;Variación anual;2022M04;7,8
16 País Vasco;Índice general;Variación anual;2022M03;9,5
16 País Vasco;Índice general;Variación anual;2022M02;7,4
16 País Vasco;Índice general;Variación anual;2022M01;6,0
16 País Vasco;Índice general;Variación anual;2021M12;6,4
16 País Vasco;Índice general;Variación anual;2021M11;5,1
16 País Vasco;Índice general;Variación anual;2021M10;5,0
16 País Vasco;Índice general;Variación anual;2021M09;3,9
16 País Vasco;Índice general;Variación anual;2021M08;3,3
16 País Vasco;Índice general;Variación anual;2021M07;2,9
16 País Vasco;Índice general;Variación anual;2021M06;2,9
16 País Vasco;Índice general;Variación anual;2021M05;2,8
16 País Vasco;Índice general;Variación anual;2021M04;2,5
16 País Vasco;Índice general;Variación anual;2021M03;1,4
16 País Vasco;Índice general;Variación anual;2021M02;0,3
16 País Vasco;Índice general;Variación anual;2021M01;0,6
16 País Vasco;Índice general;Variación anual;2020M12;-0,3
16 País Vasco;Índice general;Variación anual;2020M11;-0,6
16 País Vasco;Índice general;Variación anual;2020M10;-0,5
16 País Vasco;Índice general;Variación anual;2020M09;-0,2
16 País Vasco;Índice general;Variación anual;2020M08;-0,4
16 País Vasco;Índice general;Variación anual;2020M07;-0,6
16 País Vasco;Índice general;Variación anual;2020M06;-0,2
16 País Vasco;Índice general;Variación anual;2020M05;-0,7
16 País Vasco;Índice general;Variación anual;2020M04;-0,5
16 País Vasco;Índice general;Variación anual;2020M03;0,1
16 País Vasco;Índice general;Variación anual;2020M02;0,8
16 País Vasco;Índice general;Variación anual;2020M01;1,4
16 País Vasco;Índice general;Variación anual;2019M12;1,2
16 País Vasco;Índice general;Variación anual;2019M11;0,8
16 País Vasco;Índice general;Variación anual;2019M10;0,5
16 País Vasco;Índice general;Variación anual;2019M09;0,5
16 País Vasco;Índice general;Variación anual;2019M08;0,6
16 País Vasco;Índice general;Variación anual;2019M07;0,8
16 País Vasco;Índice general;Variación anual;2019M06;0,8
16 País Vasco;Índice general;Variación anual;2019M05;1,0
16 País Vasco;Índice general;Variación anual;2019M04;1,7
16 País Vasco;Índice general;Variación anual;2019M03;1,5
16 País Vasco;Índice general;Variación anual;2019M02;1,3
16 País Vasco;Índice general;Variación anual;2019M01;1,0
16 País Vasco;Índice general;Variación anual;2018M12;1,0
16 País Vasco;Índice general;Variación anual;2018M11;1,5
16 País Vasco;Índice general;Variación anual;2018M10;2,2
16 País Vasco;Índice general;Variación anual;2018M09;2,1
16 País Vasco;Índice general;Variación anual;2018M08;2,2
16 País Vasco;Índice general;Variación anual;2018M07;2,3
16 País Vasco;Índice general;Variación anual;2018M06;2,3
16 País Vasco;Índice general;Variación anual;2018M05;2,0
16 País Vasco;Índice general;Variación anual;2018M04;1,0
16 País Vasco;Índice general;Variación anual;2018M03;1,2
16 País Vasco;Índice general;Variación anual;2018M02;1,0
16 País Vasco;Índice general;Variación anual;2018M01;0,5
16 País Vasco;Índice general;Variación anual;2017M12;1,1
16 País Vasco;Índice general;Variación anual;2017M11;1,6
16 País Vasco;Índice general;Variación anual;2017M10;1,6
16 País Vasco;Índice general;Variación anual;2017M09;1,9
16 País Vasco;Índice general;Variación anual;2017M08;1,8
16 País Vasco;Índice general;Variación anual;2017M07;1,7
16 País Vasco;Índice general;Variación anual;2017M06;1,5
16 País Vasco;Índice general;Variación anual;2017M05;2,0
16 País Vasco;Índice general;Variación anual;2017M04;2,6
16 País Vasco;Índice general;Variación anual;2017M03;2,3
16 País Vasco;Índice general;Variación anual;2017M02;2,9
16 País Vasco;Índice general;Variación anual;2017M01;2,9
16 País Vasco;Índice general;Variación anual;2016M12;1,5
16 País Vasco;Índice general;Variación anual;2016M11;0,7
16 País Vasco;Índice general;Variación anual;2016M10;0,7
16 País Vasco;Índice general;Variación anual;2016M09;0,3
16 País Vasco;Índice general;Variación anual;2016M08;0,1
16 País Vasco;Índice general;Variación anual;2016M07;-0,4
16 País Vasco;Índice general;Variación anual;2016M06;-0,5
16 País Vasco;Índice general;Variación anual;2016M05;-0,7
16 País Vasco;Índice general;Variación anual;2016M04;-0,7
16 País Vasco;Índice general;Variación anual;2016M03;-0,4
16 País Vasco;Índice general;Variación anual;2016M02;-0,5
16 País Vasco;Índice general;Variación anual;2016M01;0,1
16 País Vasco;Índice general;Variación anual;2015M12;0,3
16 País Vasco;Índice general;Variación anual;2015M11;-0,1
16 País Vasco;Índice general;Variación anual;2015M10;-0,4
16 País Vasco;Índice general;Variación anual;2015M09;-0,5
16 País Vasco;Índice general;Variación anual;2015M08;-0,2
16 País Vasco;Índice general;Variación anual;2015M07;0,2
16 País Vasco;Índice general;Variación anual;2015M06;0,2
16 País Vasco;Índice general;Variación anual;2015M05;0,0
16 País Vasco;Índice general;Variación anual;2015M04;-0,5
16 País Vasco;Índice general;Variación anual;2015M03;-0,4
16 País Vasco;Índice general;Variación anual;2015M02;-0,8
16 País Vasco;Índice general;Variación anual;2015M01;-1,0
16 País Vasco;Índice general;Variación anual;2014M12;-0,7
16 País Vasco;Índice general;Variación anual;2014M11;-0,1
16 País Vasco;Índice general;Variación anual;2014M10;0,2
16 País Vasco;Índice general;Variación anual;2014M09;0,1
16 País Vasco;Índice general;Variación anual;2014M08;-0,3
16 País Vasco;Índice general;Variación anual;2014M07;-0,1
16 País Vasco;Índice general;Variación anual;2014M06;0,5
16 País Vasco;Índice general;Variación anual;2014M05;0,5
16 País Vasco;Índice general;Variación anual;2014M04;0,6
16 País Vasco;Índice general;Variación anual;2014M03;0,2
16 País Vasco;Índice general;Variación anual;2014M02;0,5
16 País Vasco;Índice general;Variación anual;2014M01;0,6
16 País Vasco;Índice general;Variación anual;2013M12;0,6
16 País Vasco;Índice general;Variación anual;2013M11;0,6
16 País Vasco;Índice general;Variación anual;2013M10;0,4
16 País Vasco;Índice general;Variación anual;2013M09;0,7
16 País Vasco;Índice general;Variación anual;2013M08;1,9
16 País Vasco;Índice general;Variación anual;2013M07;2,2
16 País Vasco;Índice general;Variación anual;2013M06;2,0
16 País Vasco;Índice general;Variación anual;2013M05;1,8
16 País Vasco;Índice general;Variación anual;2013M04;1,5
16 País Vasco;Índice general;Variación anual;2013M03;2,4
16 País Vasco;Índice general;Variación anual;2013M02;2,6
16 País Vasco;Índice general;Variación anual;2013M01;2,5
16 País Vasco;Índice general;Variación anual;2012M12;2,7
16 País Vasco;Índice general;Variación anual;2012M11;2,7
16 País Vasco;Índice general;Variación anual;2012M10;3,1
16 País Vasco;Índice general;Variación anual;2012M09;3,1
16 País Vasco;Índice general;Variación anual;2012M08;2,4
16 País Vasco;Índice general;Variación anual;2012M07;1,9
16 País Vasco;Índice general;Variación anual;2012M06;1,9
16 País Vasco;Índice general;Variación anual;2012M05;1,9
16 País Vasco;Índice general;Variación anual;2012M04;2,0
16 País Vasco;Índice general;Variación anual;2012M03;1,9
16 País Vasco;Índice general;Variación anual;2012M02;1,9
16 País Vasco;Índice general;Variación anual;2012M01;2,0
16 País Vasco;Índice general;Variación anual;2011M12;2,4
16 País Vasco;Índice general;Variación anual;2011M11;2,8
16 País Vasco;Índice general;Variación anual;2011M10;2,9
16 País Vasco;Índice general;Variación anual;2011M09;3,0
16 País Vasco;Índice general;Variación anual;2011M08;2,8
16 País Vasco;Índice general;Variación anual;2011M07;3,0
16 País Vasco;Índice general;Variación anual;2011M06;3,1
16 País Vasco;Índice general;Variación anual;2011M05;3,4
16 País Vasco;Índice general;Variación anual;2011M04;3,7
16 País Vasco;Índice general;Variación anual;2011M03;3,5
16 País Vasco;Índice general;Variación anual;2011M02;3,5
16 País Vasco;Índice general;Variación anual;2011M01;3,1
16 País Vasco;Índice general;Variación anual;2010M12;2,8
16 País Vasco;Índice general;Variación anual;2010M11;2,3
16 País Vasco;Índice general;Variación anual;2010M10;2,3
16 País Vasco;Índice general;Variación anual;2010M09;2,0
16 País Vasco;Índice general;Variación anual;2010M08;1,7
16 País Vasco;Índice general;Variación anual;2010M07;1,9
16 País Vasco;Índice general;Variación anual;2010M06;1,4
16 País Vasco;Índice general;Variación anual;2010M05;1,7
16 País Vasco;Índice general;Variación anual;2010M04;1,3
16 País Vasco;Índice general;Variación anual;2010M03;1,3
16 País Vasco;Índice general;Variación anual;2010M02;0,8
16 País Vasco;Índice general;Variación anual;2010M01;0,9
16 País Vasco;Índice general;Variación anual;2009M12;1,0
17 Rioja, La;Índice general;Variación anual;2023M12;3,1
17 Rioja, La;Índice general;Variación anual;2023M11;3,2
17 Rioja, La;Índice general;Variación anual;2023M10;3,2
17 Rioja, La;Índice general;Variación anual;2023M09;3,2
17 Rioja, La;Índice general;Variación anual;2023M08;2,2
17 Rioja, La;Índice general;Variación anual;2023M07;2,1
17 Rioja, La;Índice general;Variación anual;2023M06;1,7
17 Rioja, La;Índice general;Variación anual;2023M05;3,0
17 Rioja, La;Índice general;Variación anual;2023M04;4,1
17 Rioja, La;Índice general;Variación anual;2023M03;3,6
17 Rioja, La;Índice general;Variación anual;2023M02;6,5
17 Rioja, La;Índice general;Variación anual;2023M01;6,2
17 Rioja, La;Índice general;Variación anual;2022M12;5,8
17 Rioja, La;Índice general;Variación anual;2022M11;7,2
17 Rioja, La;Índice general;Variación anual;2022M10;7,6
17 Rioja, La;Índice general;Variación anual;2022M09;9,7
17 Rioja, La;Índice general;Variación anual;2022M08;11,4
17 Rioja, La;Índice general;Variación anual;2022M07;11,7
17 Rioja, La;Índice general;Variación anual;2022M06;10,6
17 Rioja, La;Índice general;Variación anual;2022M05;9,2
17 Rioja, La;Índice general;Variación anual;2022M04;8,8
17 Rioja, La;Índice general;Variación anual;2022M03;10,6
17 Rioja, La;Índice general;Variación anual;2022M02;8,1
17 Rioja, La;Índice general;Variación anual;2022M01;6,6
17 Rioja, La;Índice general;Variación anual;2021M12;7,0
17 Rioja, La;Índice general;Variación anual;2021M11;5,9
17 Rioja, La;Índice general;Variación anual;2021M10;5,9
17 Rioja, La;Índice general;Variación anual;2021M09;4,3
17 Rioja, La;Índice general;Variación anual;2021M08;3,5
17 Rioja, La;Índice general;Variación anual;2021M07;3,1
17 Rioja, La;Índice general;Variación anual;2021M06;2,8
17 Rioja, La;Índice general;Variación anual;2021M05;2,6
17 Rioja, La;Índice general;Variación anual;2021M04;2,3
17 Rioja, La;Índice general;Variación anual;2021M03;1,2
17 Rioja, La;Índice general;Variación anual;2021M02;-0,2
17 Rioja, La;Índice general;Variación anual;2021M01;0,3
17 Rioja, La;Índice general;Variación anual;2020M12;-0,8
17 Rioja, La;Índice general;Variación anual;2020M11;-1,3
17 Rioja, La;Índice general;Variación anual;2020M10;-1,2
17 Rioja, La;Índice general;Variación anual;2020M09;-0,7
17 Rioja, La;Índice general;Variación anual;2020M08;-0,7
17 Rioja, La;Índice general;Variación anual;2020M07;-1,0
17 Rioja, La;Índice general;Variación anual;2020M06;-0,7
17 Rioja, La;Índice general;Variación anual;2020M05;-1,1
17 Rioja, La;Índice general;Variación anual;2020M04;-0,9
17 Rioja, La;Índice general;Variación anual;2020M03;0,0
17 Rioja, La;Índice general;Variación anual;2020M02;0,6
17 Rioja, La;Índice general;Variación anual;2020M01;1,1
17 Rioja, La;Índice general;Variación anual;2019M12;1,0
17 Rioja, La;Índice general;Variación anual;2019M11;0,7
17 Rioja, La;Índice general;Variación anual;2019M10;0,4
17 Rioja, La;Índice general;Variación anual;2019M09;0,4
17 Rioja, La;Índice general;Variación anual;2019M08;0,6
17 Rioja, La;Índice general;Variación anual;2019M07;0,7
17 Rioja, La;Índice general;Variación anual;2019M06;0,7
17 Rioja, La;Índice general;Variación anual;2019M05;1,1
17 Rioja, La;Índice general;Variación anual;2019M04;1,7
17 Rioja, La;Índice general;Variación anual;2019M03;1,3
17 Rioja, La;Índice general;Variación anual;2019M02;1,1
17 Rioja, La;Índice general;Variación anual;2019M01;1,1
17 Rioja, La;Índice general;Variación anual;2018M12;1,2
17 Rioja, La;Índice general;Variación anual;2018M11;1,6
17 Rioja, La;Índice general;Variación anual;2018M10;2,0
17 Rioja, La;Índice general;Variación anual;2018M09;2,2
17 Rioja, La;Índice general;Variación anual;2018M08;2,2
17 Rioja, La;Índice general;Variación anual;2018M07;2,3
17 Rioja, La;Índice general;Variación anual;2018M06;2,1
17 Rioja, La;Índice general;Variación anual;2018M05;1,8
17 Rioja, La;Índice general;Variación anual;2018M04;0,8
17 Rioja, La;Índice general;Variación anual;2018M03;1,0
17 Rioja, La;Índice general;Variación anual;2018M02;0,9
17 Rioja, La;Índice general;Variación anual;2018M01;0,2
17 Rioja, La;Índice general;Variación anual;2017M12;0,6
17 Rioja, La;Índice general;Variación anual;2017M11;1,4
17 Rioja, La;Índice general;Variación anual;2017M10;1,6
17 Rioja, La;Índice general;Variación anual;2017M09;1,7
17 Rioja, La;Índice general;Variación anual;2017M08;1,5
17 Rioja, La;Índice general;Variación anual;2017M07;1,7
17 Rioja, La;Índice general;Variación anual;2017M06;1,6
17 Rioja, La;Índice general;Variación anual;2017M05;2,1
17 Rioja, La;Índice general;Variación anual;2017M04;2,7
17 Rioja, La;Índice general;Variación anual;2017M03;2,3
17 Rioja, La;Índice general;Variación anual;2017M02;3,0
17 Rioja, La;Índice general;Variación anual;2017M01;3,1
17 Rioja, La;Índice general;Variación anual;2016M12;1,5
17 Rioja, La;Índice general;Variación anual;2016M11;0,4
17 Rioja, La;Índice general;Variación anual;2016M10;0,3
17 Rioja, La;Índice general;Variación anual;2016M09;-0,2
17 Rioja, La;Índice general;Variación anual;2016M08;-0,4
17 Rioja, La;Índice general;Variación anual;2016M07;-1,0
17 Rioja, La;Índice general;Variación anual;2016M06;-1,0
17 Rioja, La;Índice general;Variación anual;2016M05;-1,1
17 Rioja, La;Índice general;Variación anual;2016M04;-1,1
17 Rioja, La;Índice general;Variación anual;2016M03;-0,8
17 Rioja, La;Índice general;Variación anual;2016M02;-0,8
17 Rioja, La;Índice general;Variación anual;2016M01;-0,2
17 Rioja, La;Índice general;Variación anual;2015M12;0,1
17 Rioja, La;Índice general;Variación anual;2015M11;-0,1
17 Rioja, La;Índice general;Variación anual;2015M10;-0,7
17 Rioja, La;Índice general;Variación anual;2015M09;-0,9
17 Rioja, La;Índice general;Variación anual;2015M08;-0,3
17 Rioja, La;Índice general;Variación anual;2015M07;0,2
17 Rioja, La;Índice general;Variación anual;2015M06;0,2
17 Rioja, La;Índice general;Variación anual;2015M05;-0,1
17 Rioja, La;Índice general;Variación anual;2015M04;-0,5
17 Rioja, La;Índice general;Variación anual;2015M03;-0,5
17 Rioja, La;Índice general;Variación anual;2015M02;-0,9
17 Rioja, La;Índice general;Variación anual;2015M01;-1,2
17 Rioja, La;Índice general;Variación anual;2014M12;-0,9
17 Rioja, La;Índice general;Variación anual;2014M11;-0,3
17 Rioja, La;Índice general;Variación anual;2014M10;0,2
17 Rioja, La;Índice general;Variación anual;2014M09;0,1
17 Rioja, La;Índice general;Variación anual;2014M08;-0,7
17 Rioja, La;Índice general;Variación anual;2014M07;-0,4
17 Rioja, La;Índice general;Variación anual;2014M06;0,0
17 Rioja, La;Índice general;Variación anual;2014M05;0,1
17 Rioja, La;Índice general;Variación anual;2014M04;0,2
17 Rioja, La;Índice general;Variación anual;2014M03;-0,2
17 Rioja, La;Índice general;Variación anual;2014M02;-0,1
17 Rioja, La;Índice general;Variación anual;2014M01;0,0
17 Rioja, La;Índice general;Variación anual;2013M12;0,1
17 Rioja, La;Índice general;Variación anual;2013M11;0,2
17 Rioja, La;Índice general;Variación anual;2013M10;-0,3
17 Rioja, La;Índice general;Variación anual;2013M09;0,2
17 Rioja, La;Índice general;Variación anual;2013M08;1,5
17 Rioja, La;Índice general;Variación anual;2013M07;1,6
17 Rioja, La;Índice general;Variación anual;2013M06;1,8
17 Rioja, La;Índice general;Variación anual;2013M05;1,5
17 Rioja, La;Índice general;Variación anual;2013M04;1,3
17 Rioja, La;Índice general;Variación anual;2013M03;2,2
17 Rioja, La;Índice general;Variación anual;2013M02;2,6
17 Rioja, La;Índice general;Variación anual;2013M01;2,6
17 Rioja, La;Índice general;Variación anual;2012M12;2,8
17 Rioja, La;Índice general;Variación anual;2012M11;2,9
17 Rioja, La;Índice general;Variación anual;2012M10;3,5
17 Rioja, La;Índice general;Variación anual;2012M09;3,6
17 Rioja, La;Índice general;Variación anual;2012M08;2,8
17 Rioja, La;Índice general;Variación anual;2012M07;2,3
17 Rioja, La;Índice general;Variación anual;2012M06;2,0
17 Rioja, La;Índice general;Variación anual;2012M05;2,1
17 Rioja, La;Índice general;Variación anual;2012M04;2,1
17 Rioja, La;Índice general;Variación anual;2012M03;2,2
17 Rioja, La;Índice general;Variación anual;2012M02;2,2
17 Rioja, La;Índice general;Variación anual;2012M01;2,2
17 Rioja, La;Índice general;Variación anual;2011M12;2,7
17 Rioja, La;Índice general;Variación anual;2011M11;3,2
17 Rioja, La;Índice general;Variación anual;2011M10;3,3
17 Rioja, La;Índice general;Variación anual;2011M09;3,5
17 Rioja, La;Índice general;Variación anual;2011M08;3,4
17 Rioja, La;Índice general;Variación anual;2011M07;3,4
17 Rioja, La;Índice general;Variación anual;2011M06;3,5
17 Rioja, La;Índice general;Variación anual;2011M05;3,7
17 Rioja, La;Índice general;Variación anual;2011M04;4,0
17 Rioja, La;Índice general;Variación anual;2011M03;3,8
17 Rioja, La;Índice general;Variación anual;2011M02;3,7
17 Rioja, La;Índice general;Variación anual;2011M01;3,4
17 Rioja, La;Índice general;Variación anual;2010M12;3,0
17 Rioja, La;Índice general;Variación anual;2010M11;2,4
17 Rioja, La;Índice general;Variación anual;2010M10;2,4
17 Rioja, La;Índice general;Variación anual;2010M09;2,0
17 Rioja, La;Índice general;Variación anual;2010M08;1,6
17 Rioja, La;Índice general;Variación anual;2010M07;1,8
17 Rioja, La;Índice general;Variación anual;2010M06;1,4
17 Rioja, La;Índice general;Variación anual;2010M05;1,6
17 Rioja, La;Índice general;Variación anual;2010M04;1,4
17 Rioja, La;Índice general;Variación anual;2010M03;1,2
17 Rioja, La;Índice general;Variación anual;2010M02;0,6
17 Rioja, La;Índice general;Variación anual;2010M01;0,7
17 Rioja, La;Índice general;Variación anual;2009M12;0,5
18 Ceuta;Índice general;Variación anual;2023M12;3,3
18 Ceuta;Índice general;Variación anual;2023M11;3,7
18 Ceuta;Índice general;Variación anual;2023M10;4,1
18 Ceuta;Índice general;Variación anual;2023M09;4,6
18 Ceuta;Índice general;Variación anual;2023M08;3,9
18 Ceuta;Índice general;Variación anual;2023M07;4,3
18 Ceuta;Índice general;Variación anual;2023M06;2,8
18 Ceuta;Índice general;Variación anual;2023M05;3,7
18 Ceuta;Índice general;Variación anual;2023M04;4,5
18 Ceuta;Índice general;Variación anual;2023M03;4,5
18 Ceuta;Índice general;Variación anual;2023M02;6,8
18 Ceuta;Índice general;Variación anual;2023M01;6,6
18 Ceuta;Índice general;Variación anual;2022M12;6,2
18 Ceuta;Índice general;Variación anual;2022M11;6,9
18 Ceuta;Índice general;Variación anual;2022M10;6,9
18 Ceuta;Índice general;Variación anual;2022M09;8,2
18 Ceuta;Índice general;Variación anual;2022M08;9,8
18 Ceuta;Índice general;Variación anual;2022M07;10,0
18 Ceuta;Índice general;Variación anual;2022M06;9,3
18 Ceuta;Índice general;Variación anual;2022M05;7,9
18 Ceuta;Índice general;Variación anual;2022M04;7,3
18 Ceuta;Índice general;Variación anual;2022M03;7,8
18 Ceuta;Índice general;Variación anual;2022M02;6,8
18 Ceuta;Índice general;Variación anual;2022M01;5,5
18 Ceuta;Índice general;Variación anual;2021M12;5,5
18 Ceuta;Índice general;Variación anual;2021M11;4,8
18 Ceuta;Índice general;Variación anual;2021M10;4,6
18 Ceuta;Índice general;Variación anual;2021M09;3,6
18 Ceuta;Índice general;Variación anual;2021M08;2,8
18 Ceuta;Índice general;Variación anual;2021M07;2,2
18 Ceuta;Índice general;Variación anual;2021M06;2,1
18 Ceuta;Índice general;Variación anual;2021M05;2,1
18 Ceuta;Índice general;Variación anual;2021M04;1,8
18 Ceuta;Índice general;Variación anual;2021M03;1,4
18 Ceuta;Índice general;Variación anual;2021M02;0,3
18 Ceuta;Índice general;Variación anual;2021M01;0,6
18 Ceuta;Índice general;Variación anual;2020M12;-0,4
18 Ceuta;Índice general;Variación anual;2020M11;-0,7
18 Ceuta;Índice general;Variación anual;2020M10;-0,5
18 Ceuta;Índice general;Variación anual;2020M09;-0,3
18 Ceuta;Índice general;Variación anual;2020M08;-0,2
18 Ceuta;Índice general;Variación anual;2020M07;-0,3
18 Ceuta;Índice general;Variación anual;2020M06;-0,2
18 Ceuta;Índice general;Variación anual;2020M05;-0,9
18 Ceuta;Índice general;Variación anual;2020M04;-1,1
18 Ceuta;Índice general;Variación anual;2020M03;-0,7
18 Ceuta;Índice general;Variación anual;2020M02;0,1
18 Ceuta;Índice general;Variación anual;2020M01;0,3
18 Ceuta;Índice general;Variación anual;2019M12;0,3
18 Ceuta;Índice general;Variación anual;2019M11;0,2
18 Ceuta;Índice general;Variación anual;2019M10;-0,3
18 Ceuta;Índice general;Variación anual;2019M09;-0,6
